requestId,location,regionTier,keywordSet,day,placeIndex,aiPlaceName,kakaoTotalCount,bestScore,scoreBand,matchedPlaceName,matchedCategory,matchedAddress,matchedPlaceUrl,sourceBatch
2,경주,FAMOUS,B,2,6,함양집,4,10,S8_10,함양집 경주보문점,음식점 > 한식,경북 경주시 북군1길 10-1,http://place.map.kakao.com/17399928,batch1
2,경주,FAMOUS,B,3,0,보문호반길,0,-1,NO_RESULT,,,,,batch1
2,경주,FAMOUS,B,3,1,동궁원,22,10,S8_10,경주동궁원,"여행 > 관광,명소 > 수목원,식물원",경북 경주시 보문로 74-14,http://place.map.kakao.com/19464673,batch1
2,경주,FAMOUS,B,3,2,보문뜰,2,10,S8_10,보문뜰,음식점 > 한식 > 한정식,경북 경주시 경감로 142-3,http://place.map.kakao.com/25968394,batch1
2,경주,FAMOUS,B,3,3,주렁주렁 경주점,1,10,S8_10,주렁주렁 경주점,"여행 > 관광,명소 > 동물원 > 실내동물원",경북 경주시 엑스포로 80,http://place.map.kakao.com/26848872,batch1
2,경주,FAMOUS,B,3,4,카페 아덴,2,5,S5_7,아덴 보문호수점,음식점 > 카페 > 테마카페 > 디저트카페,경북 경주시 한국관광1번로 34,http://place.map.kakao.com/425270187,batch1
2,경주,FAMOUS,B,3,5,경주중앙시장,116,8,S8_10,경주중앙시장,"가정,생활 > 시장",경북 경주시 금성로 295,http://place.map.kakao.com/2136388558,batch1
4,부산,FAMOUS,A,1,0,해운대해수욕장,45,10,S8_10,해운대해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 해운대구 우동,http://place.map.kakao.com/7913306,batch1
4,부산,FAMOUS,A,1,1,동백섬,10,10,S8_10,동백섬,"여행 > 관광,명소 > 섬 > 섬(내륙)",부산 해운대구 우동 708-3,http://place.map.kakao.com/8257954,batch1
4,부산,FAMOUS,A,1,2,상국이네,2,10,S8_10,상국이네,음식점 > 분식,부산 해운대구 구남로41번길 40-1,http://place.map.kakao.com/9089301,batch1
4,부산,FAMOUS,A,1,3,해리단길,42,10,S8_10,해리단길,"여행 > 관광,명소 > 테마거리",부산 해운대구 우동 517-14,http://place.map.kakao.com/2101481584,batch1
4,부산,FAMOUS,A,1,4,더베이101,11,8,S8_10,더베이101,"문화,예술 > 문화시설",부산 해운대구 동백로 52,http://place.map.kakao.com/27457865,batch1
4,부산,FAMOUS,A,1,5,해운대원조할매국밥,4,10,S8_10,해운대원조할매국밥,음식점 > 한식 > 국밥,부산 해운대구 구남로21번길 33,http://place.map.kakao.com/367285394,batch1
4,부산,FAMOUS,A,2,0,흰여울문화마을,3,8,S8_10,흰여울문화마을,"여행 > 관광,명소",부산 영도구 영선동4가 605-3,http://place.map.kakao.com/22875776,batch1
4,부산,FAMOUS,A,2,1,남포동 비빔당면,23,5,S5_7,깡통골목 원조비빔당면,음식점 > 한식 > 냉면,부산 중구 중구로47번길 29,http://place.map.kakao.com/15655773,batch1
4,부산,FAMOUS,A,2,2,국제시장,156,8,S8_10,국제시장,"가정,생활 > 시장",부산 중구 신창동4가 56-4,http://place.map.kakao.com/20543715,batch1
4,부산,FAMOUS,A,2,3,부평깡통시장,8,8,S8_10,부평깡통시장,"가정,생활 > 시장",부산 중구 부평동2가 82,http://place.map.kakao.com/837490557,batch1
4,부산,FAMOUS,A,2,4,용두산공원 부산타워,2,10,S8_10,부산타워,"여행 > 관광,명소 > 전망대",부산 중구 용두산길 37-30,http://place.map.kakao.com/1534486834,batch1
4,부산,FAMOUS,A,2,5,개미집 남포점,0,-1,NO_RESULT,,,,,batch1
4,부산,FAMOUS,A,3,0,광안리해수욕장,67,10,S8_10,광안리해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 수영구 광안해변로 219,http://place.map.kakao.com/8202423,batch1
4,부산,FAMOUS,A,3,1,광안리 카페거리,2,5,S5_7,광안리카페거리,"여행 > 관광,명소 > 테마거리 > 카페거리",부산 수영구 광안동 205,http://place.map.kakao.com/8668857,batch1
4,부산,FAMOUS,A,3,2,할매재첩국,3,10,S8_10,할매재첩국 부산본점,음식점 > 한식,부산 수영구 광남로120번길 8,http://place.map.kakao.com/8154162,batch1
4,부산,FAMOUS,A,3,3,전포카페거리,29,10,S8_10,전포카페거리,"여행 > 관광,명소 > 테마거리",부산 부산진구 전포대로209번길 26,http://place.map.kakao.com/25661344,batch1
4,부산,FAMOUS,A,3,4,송정3대국밥,1,5,S5_7,송정삼대국밥,음식점 > 한식 > 국밥,부산 부산진구 서면로68번길 33,http://place.map.kakao.com/10551889,batch1
4,부산,FAMOUS,A,3,5,광안리해수욕장,67,10,S8_10,광안리해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 수영구 광안해변로 219,http://place.map.kakao.com/8202423,batch1
5,부산,FAMOUS,B,1,0,해운대 해수욕장,45,5,S5_7,해운대해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 해운대구 우동,http://place.map.kakao.com/7913306,batch1
5,부산,FAMOUS,B,1,1,동백섬,10,10,S8_10,동백섬,"여행 > 관광,명소 > 섬 > 섬(내륙)",부산 해운대구 우동 708-3,http://place.map.kakao.com/8257954,batch1
5,부산,FAMOUS,B,1,2,더베이101,11,8,S8_10,더베이101,"문화,예술 > 문화시설",부산 해운대구 동백로 52,http://place.map.kakao.com/27457865,batch1
5,부산,FAMOUS,B,1,3,SEA LIFE 부산 아쿠아리움,4,3,S1_4,씨라이프 부산아쿠아리움,"문화,예술 > 문화시설 > 아쿠아리움",부산 해운대구 해운대해변로 266,http://place.map.kakao.com/7906241,batch1
5,부산,FAMOUS,B,1,4,해운대 시장,86,5,S5_7,개미집 국제시장본점직영점,"음식점 > 한식 > 해물,생선",부산 해운대구 구남로 34,http://place.map.kakao.com/15917936,batch1
5,부산,FAMOUS,B,2,0,해동용궁사,11,10,S8_10,부산 기장 해동용궁사 도깨비 방앗간 한옥카페,음식점 > 카페,부산 기장군 기장읍 용궁길 49,http://place.map.kakao.com/1784304472,batch1
5,부산,FAMOUS,B,2,1,웨이브온 커피,2,5,S5_7,웨이브온커피,음식점 > 카페 > 커피전문점,부산 기장군 장안읍 해맞이로 286,http://place.map.kakao.com/528293263,batch1
5,부산,FAMOUS,B,2,2,기장시장,91,8,S8_10,기장시장,"가정,생활 > 시장",부산 기장군 기장읍 읍내로104번길 16,http://place.map.kakao.com/11520115,batch1
5,부산,FAMOUS,B,2,3,오랑대공원,2,8,S8_10,오랑대공원,여행 > 공원 > 도시근린공원,부산 기장군 기장읍 시랑리,http://place.map.kakao.com/11340429,batch1
5,부산,FAMOUS,B,2,4,송정집,14,10,S8_10,송정집,음식점 > 한식,부산 해운대구 송정광어골로 59,http://place.map.kakao.com/21540783,batch1
5,부산,FAMOUS,B,3,0,감천문화마을,28,10,S8_10,감천문화마을 하늘마루전망대,"여행 > 관광,명소 > 전망대",부산 사하구 감내2로 177-11,http://place.map.kakao.com/18855211,batch1
5,부산,FAMOUS,B,3,1,국제시장,156,8,S8_10,국제시장,"가정,생활 > 시장",부산 중구 신창동4가 56-4,http://place.map.kakao.com/20543715,batch1
5,부산,FAMOUS,B,3,2,태종대유원지,8,10,S8_10,태종대유원지,"여행 > 관광,명소 > 유원지",부산 영도구 동삼동 산 29-1,http://place.map.kakao.com/8111808,batch1
5,부산,FAMOUS,B,3,3,자갈치시장,49,8,S8_10,자갈치시장,"가정,생활 > 시장",부산 중구 자갈치해안로 52,http://place.map.kakao.com/11168886,batch1
6,부산,FAMOUS,C,1,0,해운대 해변,15,5,S5_7,해운대해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 해운대구 우동,http://place.map.kakao.com/7913306,batch1
6,부산,FAMOUS,C,1,1,해운대 블루라인파크 미포정거장,1,5,S5_7,해운대블루라인파크 미포정거장,"여행 > 관광,명소 > 테마파크",부산 해운대구 달맞이길62번길 13,http://place.map.kakao.com/188403018,batch1
6,부산,FAMOUS,C,1,2,더베이101 핑거스앤챗,1,10,S8_10,핑거스앤챗,"음식점 > 술집 > 호프,요리주점",부산 해운대구 동백로 52,http://place.map.kakao.com/27305670,batch1
6,부산,FAMOUS,C,1,3,더베이101,11,8,S8_10,더베이101,"문화,예술 > 문화시설",부산 해운대구 동백로 52,http://place.map.kakao.com/27457865,batch1
6,부산,FAMOUS,C,1,4,광안리 해변,21,5,S5_7,광안리해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 수영구 광안해변로 219,http://place.map.kakao.com/8202423,batch1
6,부산,FAMOUS,C,1,5,마담에뽀끄,1,10,S8_10,마담에뽀끄,음식점 > 양식 > 이탈리안,부산 수영구 광안해변로 239,http://place.map.kakao.com/944741167,batch1
6,부산,FAMOUS,C,2,0,서면 젊음의 거리,2,5,S5_7,서면젊음의거리,"여행 > 관광,명소 > 테마거리",부산 부산진구 부전로 187,http://place.map.kakao.com/335140347,batch1
6,부산,FAMOUS,C,2,1,런드리샵,0,-1,NO_RESULT,,,,,batch1
6,부산,FAMOUS,C,2,2,흰여울문화마을,3,8,S8_10,흰여울문화마을,"여행 > 관광,명소",부산 영도구 영선동4가 605-3,http://place.map.kakao.com/22875776,batch1
6,부산,FAMOUS,C,2,3,에쎄떼,0,-1,NO_RESULT,,,,,batch1
6,부산,FAMOUS,C,2,4,부산횟집,996,10,S8_10,부산횟집,"음식점 > 한식 > 해물,생선 > 회",부산 수영구 민락수변로 29,http://place.map.kakao.com/10466141,batch1
6,부산,FAMOUS,C,3,0,해동용궁사,11,10,S8_10,부산 기장 해동용궁사 도깨비 방앗간 한옥카페,음식점 > 카페,부산 기장군 기장읍 용궁길 49,http://place.map.kakao.com/1784304472,batch1
6,부산,FAMOUS,C,3,1,아난티 코브,23,8,S8_10,아난티 코브,"여행 > 숙박 > 콘도,리조트 > 아난티",부산 기장군 기장읍 기장해안로 268-31,http://place.map.kakao.com/1672210391,batch1
6,부산,FAMOUS,C,3,2,힐튼 부산 다모임,1,5,S5_7,아난티 앳 부산 코브 다모임,음식점 > 뷔페,부산 기장군 기장읍 기장해안로 268-32,http://place.map.kakao.com/1861260718,batch1
6,부산,FAMOUS,C,3,3,신세계백화점 센텀시티점,587,8,S8_10,신세계백화점 센텀시티점,"가정,생활 > 백화점 > 신세계백화점",부산 해운대구 센텀남대로 35,http://place.map.kakao.com/7969139,batch1
6,부산,FAMOUS,C,3,4,영화의전당,28,8,S8_10,영화의전당,"문화,예술 > 영화,영상 > 영화관",부산 해운대구 수영강변대로 120,http://place.map.kakao.com/23210864,batch1
6,부산,FAMOUS,C,3,5,파크 하얏트 부산 다이닝룸,1,5,S5_7,파크하얏트 부산 다이닝룸,음식점 > 양식,부산 해운대구 마린시티1로 51,http://place.map.kakao.com/21539138,batch1
7,제주,FAMOUS,A,1,0,동문시장,95,8,S8_10,제주동문시장,"가정,생활 > 시장",제주특별자치도 제주시 동문로 16,http://place.map.kakao.com/1262338999,batch1
7,제주,FAMOUS,A,1,1,순옥이네명가,1,5,S5_7,순옥이네 명가 본점,"음식점 > 한식 > 해물,생선",제주특별자치도 제주시 도공로 8,http://place.map.kakao.com/1006711661,batch1
7,제주,FAMOUS,A,1,2,함덕해수욕장,36,10,S8_10,함덕해수욕장,"여행 > 관광,명소 > 해수욕장,해변",제주특별자치도 제주시 조천읍 조함해안로 525,http://place.map.kakao.com/8148451,batch1
7,제주,FAMOUS,A,1,3,델문도,6,10,S8_10,델문도,음식점 > 카페,제주특별자치도 제주시 조천읍 조함해안로 519-10,http://place.map.kakao.com/26867476,batch1
7,제주,FAMOUS,A,1,4,명리동식당 함덕점,0,-1,NO_RESULT,,,,,batch1
7,제주,FAMOUS,A,2,0,이중섭거리,6,10,S8_10,이중섭거리,"여행 > 관광,명소 > 테마거리",제주특별자치도 서귀포시 이중섭로 4-1,http://place.map.kakao.com/8523750,batch1
7,제주,FAMOUS,A,2,1,서귀포올레시장,55,10,S8_10,올레왕갈치 서귀포올레시장점,"음식점 > 한식 > 해물,생선",제주특별자치도 서귀포시 중앙로42번길 9,http://place.map.kakao.com/1056381412,batch1
7,제주,FAMOUS,A,2,2,천지연폭포,10,10,S8_10,천지연폭포 전망대,"여행 > 관광,명소 > 전망대",제주특별자치도 서귀포시 서홍동 658,http://place.map.kakao.com/1779409505,batch1
7,제주,FAMOUS,A,2,3,새연교,6,10,S8_10,새연교횟집,"음식점 > 한식 > 해물,생선 > 회",제주특별자치도 서귀포시 솔동산로22번길 11,http://place.map.kakao.com/11576977,batch1
7,제주,FAMOUS,A,2,4,네거리식당,11,10,S8_10,네거리식당,"음식점 > 한식 > 해물,생선",제주특별자치도 서귀포시 서문로29번길 20,http://place.map.kakao.com/9733194,batch1
7,제주,FAMOUS,A,3,0,한담해안산책로,1,3,S1_4,한담마을 장한철산책로,"여행 > 관광,명소",제주특별자치도 제주시 애월읍 애월리 2489-3,http://place.map.kakao.com/23705150,batch1
7,제주,FAMOUS,A,3,1,제주김만복 애월점,0,-1,NO_RESULT,,,,,batch1
7,제주,FAMOUS,A,3,2,하이엔드제주,2,5,S5_7,해지개더궁,음식점 > 카페,제주특별자치도 제주시 애월읍 애월북서길 56,http://place.map.kakao.com/129915764,batch1
7,제주,FAMOUS,A,3,3,이호테우해변,10,8,S8_10,이호테우해변입구교차로,"교통,수송 > 도로시설 > 교차로",제주특별자치도 제주시 이호이동,http://place.map.kakao.com/15140257,batch1
7,제주,FAMOUS,A,3,4,자매국수 본점,1,10,S8_10,자매국수,음식점 > 한식 > 국수,제주특별자치도 제주시 항골남길 46,http://place.map.kakao.com/21455793,batch1
8,제주,FAMOUS,B,1,0,성산일출봉,55,10,S8_10,성산바다풍경 제주성산일출봉점,음식점 > 한식,제주특별자치도 서귀포시 성산읍 일출로288번길 17,http://place.map.kakao.com/10412287,batch1
8,제주,FAMOUS,B,1,1,해월정,2,10,S8_10,해월정 본점,음식점 > 한식 > 국수,제주특별자치도 제주시 구좌읍 해맞이해안로 2340,http://place.map.kakao.com/8615207,batch1
8,제주,FAMOUS,B,1,2,섭지코지,36,10,S8_10,섭지코지해녀밥상,음식점 > 한식,제주특별자치도 서귀포시 성산읍 신양로122번길 60-6,http://place.map.kakao.com/24856855,batch1
8,제주,FAMOUS,B,1,3,아쿠아플라넷 제주,14,8,S8_10,아쿠아플라넷 제주,"문화,예술 > 문화시설 > 아쿠아리움",제주특별자치도 서귀포시 성산읍 섭지코지로 95,http://place.map.kakao.com/23150855,batch1
8,제주,FAMOUS,B,1,4,명진전복,2,10,S8_10,명진전복,"음식점 > 한식 > 해물,생선 > 굴,전복",제주특별자치도 제주시 구좌읍 해맞이해안로 1282,http://place.map.kakao.com/20031551,batch1
8,제주,FAMOUS,B,2,0,새별오름,11,10,S8_10,새별오름,"여행 > 관광,명소 > 오름",제주특별자치도 제주시 애월읍 봉성리 산 59-8,http://place.map.kakao.com/25274725,batch1
8,제주,FAMOUS,B,2,1,닻,4,10,S8_10,닻,음식점 > 술집,제주특별자치도 제주시 애월읍 가문동길 41-2,http://place.map.kakao.com/457303879,batch1
8,제주,FAMOUS,B,2,2,협재해변,14,8,S8_10,협재해변펜션,여행 > 숙박 > 펜션,제주특별자치도 제주시 한림읍 협재로 114,http://place.map.kakao.com/588019619,batch1
8,제주,FAMOUS,B,2,3,한담해안산책로,1,3,S1_4,한담마을 장한철산책로,"여행 > 관광,명소",제주특별자치도 제주시 애월읍 애월리 2489-3,http://place.map.kakao.com/23705150,batch1
8,제주,FAMOUS,B,2,4,제주김만복 애월점,0,-1,NO_RESULT,,,,,batch1
8,제주,FAMOUS,B,3,0,천지연폭포,10,10,S8_10,천지연폭포 전망대,"여행 > 관광,명소 > 전망대",제주특별자치도 서귀포시 서홍동 658,http://place.map.kakao.com/1779409505,batch1
8,제주,FAMOUS,B,3,1,서귀포매일올레시장,9,8,S8_10,서귀포매일올레시장,"가정,생활 > 시장",제주특별자치도 서귀포시 중앙로62번길 18,http://place.map.kakao.com/7938166,batch1
8,제주,FAMOUS,B,3,2,우정회센타,3,10,S8_10,우정회센타 중문점,"음식점 > 한식 > 해물,생선 > 회",제주특별자치도 서귀포시 천제연로 179,http://place.map.kakao.com/373819004,batch1
8,제주,FAMOUS,B,3,3,카멜리아힐,20,10,S8_10,카멜리아힐,"여행 > 관광,명소 > 수목원,식물원",제주특별자치도 서귀포시 안덕면 병악로 166,http://place.map.kakao.com/9461977,batch1
8,제주,FAMOUS,B,3,4,쇠소깍,46,10,S8_10,쇠소깍관광지,"여행 > 관광,명소 > 관광단지",제주특별자치도 서귀포시 하효동,http://place.map.kakao.com/7967197,batch1
8,제주,FAMOUS,B,3,5,흑돈가 제주본점,2,10,S8_10,흑돈가 제주본점,"음식점 > 한식 > 육류,고기",제주특별자치도 제주시 한라대학로 11,http://place.map.kakao.com/1754846295,batch1
9,제주,FAMOUS,C,1,0,제주동문시장,78,8,S8_10,제주동문시장,"가정,생활 > 시장",제주특별자치도 제주시 동문로 16,http://place.map.kakao.com/1262338999,batch1
9,제주,FAMOUS,C,1,1,제주승마공원,4,8,S8_10,제주승마공원,"스포츠,레저 > 승마 > 승마장",제주특별자치도 제주시 애월읍 녹고메길 152-1,http://place.map.kakao.com/8950356,batch1
9,제주,FAMOUS,C,1,2,카페 글렌코,1,5,S5_7,카페글렌코,음식점 > 카페,제주특별자치도 제주시 구좌읍 비자림로 1202,http://place.map.kakao.com/213125558,batch1
9,제주,FAMOUS,C,1,3,늘봄흑돼지,3,10,S8_10,늘봄흑돼지,"음식점 > 한식 > 육류,고기 > 삼겹살",제주특별자치도 제주시 한라대학로 12,http://place.map.kakao.com/8856076,batch1
9,제주,FAMOUS,C,2,0,성산일출봉,55,10,S8_10,성산바다풍경 제주성산일출봉점,음식점 > 한식,제주특별자치도 서귀포시 성산읍 일출로288번길 17,http://place.map.kakao.com/10412287,batch1
9,제주,FAMOUS,C,2,1,섭지코지,36,10,S8_10,섭지코지해녀밥상,음식점 > 한식,제주특별자치도 서귀포시 성산읍 신양로122번길 60-6,http://place.map.kakao.com/24856855,batch1
9,제주,FAMOUS,C,2,2,춘심이네 본점,2,10,S8_10,춘심이네 본점,"음식점 > 한식 > 해물,생선",제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16,http://place.map.kakao.com/19316749,batch1
9,제주,FAMOUS,C,2,3,아쿠아플라넷 제주,14,8,S8_10,아쿠아플라넷 제주,"문화,예술 > 문화시설 > 아쿠아리움",제주특별자치도 서귀포시 성산읍 섭지코지로 95,http://place.map.kakao.com/23150855,batch1
9,제주,FAMOUS,C,2,4,해월정,2,10,S8_10,해월정 본점,음식점 > 한식 > 국수,제주특별자치도 제주시 구좌읍 해맞이해안로 2340,http://place.map.kakao.com/8615207,batch1
9,제주,FAMOUS,C,3,0,카멜리아힐,20,10,S8_10,카멜리아힐,"여행 > 관광,명소 > 수목원,식물원",제주특별자치도 서귀포시 안덕면 병악로 166,http://place.map.kakao.com/9461977,batch1
9,제주,FAMOUS,C,3,1,덤장 본점,0,-1,NO_RESULT,,,,,batch1
9,제주,FAMOUS,C,3,2,오설록 티 뮤지엄,7,5,S5_7,오설록 티뮤지엄,음식점 > 카페,제주특별자치도 서귀포시 안덕면 신화역사로 15,http://place.map.kakao.com/11332661,batch1
9,제주,FAMOUS,C,3,3,이니스프리 제주하우스,2,8,S8_10,이니스프리 제주하우스,"가정,생활 > 미용 > 화장품 > 이니스프리",제주특별자치도 서귀포시 안덕면 신화역사로 23,http://place.map.kakao.com/19306466,batch1
11,서울,FAMOUS,B,1,0,올림픽공원,351,8,S8_10,올림픽공원,여행 > 공원,서울 송파구 올림픽로 424,http://place.map.kakao.com/8023565,batch1
11,서울,FAMOUS,B,1,1,더 키친 485,0,-1,NO_RESULT,,,,,batch1
11,서울,FAMOUS,B,1,2,서울숲,3744,10,S8_10,서울숲카페거리,"여행 > 관광,명소 > 테마거리 > 카페거리",서울 성동구 성수동1가 668-11,http://place.map.kakao.com/1780698606,batch1
11,서울,FAMOUS,B,1,3,뚝섬한강공원,86,10,S8_10,뚝섬한강공원 눈썰매장,"스포츠,레저 > 스포츠시설 > 눈썰매장",서울 광진구 자양동 112,http://place.map.kakao.com/468812452,batch1
11,서울,FAMOUS,B,1,4,성수연방,5,8,S8_10,성수연방,"문화,예술 > 문화시설",서울 성동구 성수이로14길 14,http://place.map.kakao.com/1819728691,batch1
11,서울,FAMOUS,B,2,0,북한산국립공원 우이령길,0,-1,NO_RESULT,,,,,batch1
11,서울,FAMOUS,B,2,1,산촌,18,10,S8_10,산촌 본점,음식점 > 한식 > 한정식,서울 종로구 인사동길 30-13,http://place.map.kakao.com/16650740,batch1
11,서울,FAMOUS,B,2,2,북촌한옥마을,21,8,S8_10,북촌한옥마을,"여행 > 관광,명소",서울 종로구 북촌로 53,http://place.map.kakao.com/781129546,batch1
11,서울,FAMOUS,B,2,3,삼청동수제비,2,10,S8_10,삼청동수제비,음식점 > 한식 > 수제비,서울 종로구 삼청로 101-1,http://place.map.kakao.com/13559837,batch1
11,서울,FAMOUS,B,2,4,인사동 그집,10,5,S5_7,그때그집,음식점 > 술집 > 실내포장마차,서울 종로구 인사동 194-41,http://place.map.kakao.com/173030277,batch1
11,서울,FAMOUS,B,3,0,남산공원,30,8,S8_10,남산공원,여행 > 공원 > 도시근린공원,서울 중구 남산공원길 125-54,http://place.map.kakao.com/8246129,batch1
11,서울,FAMOUS,B,3,1,원조남산왕돈까스,4,10,S8_10,원조남산왕돈까스 명동본점,음식점 > 한식,서울 중구 명동7길 21,http://place.map.kakao.com/23961602,batch1
11,서울,FAMOUS,B,3,2,반포한강공원,54,8,S8_10,반포한강공원,여행 > 공원 > 도시근린공원,서울 서초구 반포동 115-5,http://place.map.kakao.com/8142957,batch1
11,서울,FAMOUS,B,3,3,서래마을,103,10,S8_10,서래마을카페거리,"여행 > 관광,명소 > 테마거리 > 카페거리",서울 서초구 반포동 126,http://place.map.kakao.com/27278541,batch1
11,서울,FAMOUS,B,3,4,줄라이,20,10,S8_10,줄라이,음식점 > 양식,서울 서초구 동광로 164,http://place.map.kakao.com/16999431,batch1
13,강릉,FAMOUS,A,1,0,강릉중앙시장,157,8,S8_10,강릉중앙시장,"가정,생활 > 시장",강원특별자치도 강릉시 금성로 21,http://place.map.kakao.com/18525909,batch1
13,강릉,FAMOUS,A,1,1,월화거리,7,10,S8_10,강릉월화거리,"여행 > 관광,명소 > 테마거리",강원특별자치도 강릉시 경강로 2111,http://place.map.kakao.com/2058461010,batch1
13,강릉,FAMOUS,A,1,2,안목해변 카페거리,1,5,S5_7,강릉카페거리,"여행 > 관광,명소 > 테마거리 > 카페거리",강원특별자치도 강릉시 창해로14번길 20,http://place.map.kakao.com/14862993,batch1
13,강릉,FAMOUS,A,1,3,안목해변,16,10,S8_10,안목해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 창해로14번길 51-26,http://place.map.kakao.com/7987002,batch1
13,강릉,FAMOUS,A,1,4,강릉항 회센터,3,5,S5_7,강릉항회센터,"음식점 > 한식 > 해물,생선 > 회",강원특별자치도 강릉시 창해로14번길 55-7,http://place.map.kakao.com/24910113,batch1
13,강릉,FAMOUS,A,2,0,경포호,4,10,S8_10,경포호,"여행 > 관광,명소 > 호수",강원특별자치도 강릉시 운정동 984,http://place.map.kakao.com/8654759,batch1
13,강릉,FAMOUS,A,2,1,오죽헌,29,8,S8_10,오죽헌,"여행 > 관광,명소 > 문화유적 > 유적지",강원특별자치도 강릉시 율곡로3139번길 24,http://place.map.kakao.com/25323416,batch1
13,강릉,FAMOUS,A,2,2,초당할머니순두부,4,10,S8_10,초당할머니순두부,음식점 > 한식 > 두부전문점,강원특별자치도 강릉시 초당순두부길 77,http://place.map.kakao.com/8535139,batch1
13,강릉,FAMOUS,A,2,3,허균·허난설헌 기념공원,6,3,S1_4,허균허난설헌기념공원,여행 > 공원,강원특별자치도 강릉시 난설헌로193번길 1-29,http://place.map.kakao.com/17344148,batch1
13,강릉,FAMOUS,A,2,4,강문해변,28,10,S8_10,강문해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 강문동 182-1,http://place.map.kakao.com/8680336,batch1
13,강릉,FAMOUS,A,2,5,강릉감자옹심이,25,10,S8_10,강릉감자옹심이 강릉본점,음식점 > 한식,강원특별자치도 강릉시 토성로 171,http://place.map.kakao.com/10127723,batch1
13,강릉,FAMOUS,A,3,0,주문진 해변,16,5,S5_7,주문진해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 주문진읍 향호리 8-35,http://place.map.kakao.com/8073114,batch1
13,강릉,FAMOUS,A,3,1,주문진 수산시장,18,3,S1_4,주문진수산시장,"가정,생활 > 시장",강원특별자치도 강릉시 주문진읍 시장길 38,http://place.map.kakao.com/26985090,batch1
13,강릉,FAMOUS,A,3,2,영진해변,5,10,S8_10,영진해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 연곡면 영진리 357-155,http://place.map.kakao.com/8004666,batch1
13,강릉,FAMOUS,A,3,3,카페 브리사,0,-1,NO_RESULT,,,,,batch1
14,강릉,FAMOUS,B,1,0,안목해변,16,10,S8_10,안목해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 창해로14번길 51-26,http://place.map.kakao.com/7987002,batch1
