requestId,location,regionTier,keywordSet,day,placeIndex,aiPlaceName,bestScore,scoreBand,matchedPlaceName,matchedCategory,matchedAddress,matchedPlaceUrl,rejectedCandidateName,matchedX,matchedY,matchedCategoryGroupCode
2,경주,FAMOUS,B,3,2,일미횟집,10,S8_10,일미횟집,"음식점 > 한식 > 해물,생선 > 회",경북 경주시 감포읍 동해안로 1628-3,http://place.map.kakao.com/10746913,,129.49122354126027,35.755182471662664,FD6
2,경주,FAMOUS,B,3,3,해파랑길11코스,5,S5_7,해파랑길 11코스,"여행 > 관광,명소 > 도보여행 > 해파랑길",경북 경주시 문무대왕면 용당리 45,http://place.map.kakao.com/26564190,,129.48602215904378,35.745676475185775,AT4
2,경주,FAMOUS,B,3,4,봉길대왕암해변,10,S8_10,봉길대왕암해변,"여행 > 관광,명소 > 해수욕장,해변",경북 경주시 문무대왕면 봉길리,http://place.map.kakao.com/7909799,,129.48394767024934,35.73991690270128,AT4
2,경주,FAMOUS,B,3,5,갈매기횟집,10,S8_10,갈매기횟집,"음식점 > 한식 > 해물,생선 > 회",경북 경주시 감포읍 대밑길 12-17,http://place.map.kakao.com/1061058370,,129.486690288189,35.7460500886828,FD6
3,경주,FAMOUS,C,1,0,경주 금리단길,5,S5_7,경주금리단길,"여행 > 관광,명소 > 테마거리",경북 경주시 노동동 280-1,http://place.map.kakao.com/122904148,,129.213552753539,35.844070848531,AT4
3,경주,FAMOUS,C,1,1,경주대릉원,8,S8_10,대릉원,"여행 > 관광,명소 > 문화유적 > 릉,묘,총",경북 경주시 황남동 31-1,http://place.map.kakao.com/8288444,,129.21333399231364,35.83819105876201,
3,경주,FAMOUS,C,1,2,포석로 소갈비찜,5,S5_7,포석로소갈비찜,"음식점 > 한식 > 육류,고기 > 갈비",경북 경주시 포석로1068번길 22,http://place.map.kakao.com/1775498827,,129.211840825689,35.8359055792282,FD6
3,경주,FAMOUS,C,1,3,미피스토어,8,S8_10,미피스토어 경주,"가정,생활 > 생활용품점 > 인테리어장식판매",경북 경주시 포석로 1046,http://place.map.kakao.com/210891597,,129.209585034485,35.8342864663504,
3,경주,FAMOUS,C,1,4,이치니산도,10,S8_10,이치니산도,음식점 > 카페 > 테마카페 > 디저트카페,경북 경주시 사정로 58,http://place.map.kakao.com/1918888925,,129.20928817392573,35.836389561766225,CE7
3,경주,FAMOUS,C,1,5,청온채,10,S8_10,청온채,음식점 > 한식,경북 경주시 포석로1079번길 8-5,http://place.map.kakao.com/1537697848,,129.208798933628,35.83762127831,FD6
3,경주,FAMOUS,C,2,0,경주엑스포대공원,8,S8_10,경주엑스포대공원,여행 > 공원 > 도시근린공원,경북 경주시 경감로 614,http://place.map.kakao.com/23853687,,129.28834791643507,35.83086563680756,
3,경주,FAMOUS,C,2,1,보문정(경주),8,S8_10,보문정,"여행 > 관광,명소",경북 경주시 신평동 150-1,http://place.map.kakao.com/11943719,,129.2896006557967,35.84095853444243,
3,경주,FAMOUS,C,2,2,올바릇식당 경주점,-1,NO_RESULT,,,,,,,,
3,경주,FAMOUS,C,2,3,경주루지월드,10,S8_10,경주루지월드,"여행 > 관광,명소 > 유원지",경북 경주시 천북남로 16,http://place.map.kakao.com/1657883363,,129.28915834783714,35.84447287099048,AT4
3,경주,FAMOUS,C,2,4,엘로우,10,S8_10,엘로우,음식점 > 카페,경북 경주시 경감로 375-16,http://place.map.kakao.com/1657634396,,129.27175177011577,35.84516648354257,CE7
3,경주,FAMOUS,C,2,5,조돌칼국수 경주본점,-1,NO_RESULT,,,,,,,,
3,경주,FAMOUS,C,3,0,월정교,10,S8_10,월정교,"음식점 > 한식 > 해물,생선",경북 경주시 감포읍 동해안로 1890,http://place.map.kakao.com/1613134148,,129.494138377529,35.7773018587763,FD6
3,경주,FAMOUS,C,3,1,교촌마을,8,S8_10,교촌,부동산 > 지명,경북 경주시 교동,http://place.map.kakao.com/25182534,,129.217092468907,35.8300213535354,
3,경주,FAMOUS,C,3,2,백조식당,10,S8_10,백조식당,음식점 > 한식,경북 경주시 첨성로81번길 31,http://place.map.kakao.com/1015604817,,129.2108878278,35.8358960917846,FD6
3,경주,FAMOUS,C,3,3,교촌가람,10,S8_10,교촌가람,"음식점 > 간식 > 떡,한과",경북 경주시 교촌길 39-11,http://place.map.kakao.com/27460279,,129.2156635638103,35.83020359733635,FD6
3,경주,FAMOUS,C,3,4,교촌치킨 신경주역점,10,S8_10,교촌치킨 신경주역점,음식점 > 치킨 > 교촌치킨,경북 경주시 건천읍 경주역세권4로 28,http://place.map.kakao.com/317044323,,129.136375190988,35.802645417623,FD6
3,경주,FAMOUS,C,3,5,전촌항,8,S8_10,전촌항,"교통,수송 > 교통시설 > 항구,포구",경북 경주시 감포읍 전촌리 1245-11,http://place.map.kakao.com/25018001,,129.495158102412,35.7915263065441,
4,부산,FAMOUS,A,1,0,부산엑스더스카이,10,S8_10,부산엑스더스카이,"여행 > 관광,명소 > 전망대",부산 해운대구 달맞이길 30,http://place.map.kakao.com/1431820215,,129.1697343615961,35.15958657405275,AT4
4,부산,FAMOUS,A,1,1,카페해운대1994,10,S8_10,카페해운대1994,음식점 > 카페,부산 해운대구 해운대로 620,http://place.map.kakao.com/1578643703,,129.15856665489636,35.16322221027609,CE7
4,부산,FAMOUS,A,1,2,상국이네,10,S8_10,상국이네,음식점 > 분식,부산 해운대구 구남로41번길 40-1,http://place.map.kakao.com/9089301,,129.16287693095907,35.162016169133,FD6
4,부산,FAMOUS,A,1,3,동백공원,8,S8_10,동백공원,여행 > 공원 > 도시근린공원,부산 해운대구 우동 708-3,http://place.map.kakao.com/10296784,,129.152378047079,35.1542875882683,
4,부산,FAMOUS,A,1,4,동백섬,10,S8_10,동백섬,"여행 > 관광,명소 > 섬 > 섬(내륙)",부산 해운대구 우동 708-3,http://place.map.kakao.com/8257954,,129.152289970167,35.1539431141198,AT4
4,부산,FAMOUS,A,1,5,광안리 산해횟집,10,S8_10,산해횟집,"음식점 > 한식 > 해물,생선 > 회",부산 수영구 광안해변로344번길 17-20,http://place.map.kakao.com/20554112,,129.13165769451794,35.15499650870459,FD6
4,부산,FAMOUS,A,2,0,해파랑길1코스,5,S5_7,해파랑길 1코스,"여행 > 관광,명소 > 도보여행 > 해파랑길",부산 수영구 광안동,http://place.map.kakao.com/26564180,,129.1164806331399,35.150976820684335,AT4
4,부산,FAMOUS,A,2,1,카페오뜨 광안비치점,10,S8_10,카페오뜨 광안비치점,음식점 > 카페 > 커피전문점,부산 수영구 광안해변로 209,http://place.map.kakao.com/1519162143,,129.117577779701,35.1527527369214,CE7
4,부산,FAMOUS,A,2,2,호텔 아쿠아펠리스 스카이 전망대&스카이 워크,-1,NO_RESULT,,,,,,,,
4,부산,FAMOUS,A,2,3,페이센동 광안리점,-1,NO_RESULT,,,,,,,,
4,부산,FAMOUS,A,2,4,광안리해수욕장,10,S8_10,광안리해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 수영구 광안해변로 219,http://place.map.kakao.com/8202423,,129.118976093583,35.1531932736837,AT4
4,부산,FAMOUS,A,2,5,광안리 진양호횟집,5,S5_7,광안리진양호횟집,"음식점 > 한식 > 해물,생선 > 회",부산 수영구 광안해변로344번길 17-20,http://place.map.kakao.com/8556968,,129.131738697076,35.1550311288388,FD6
4,부산,FAMOUS,A,3,0,해돋이전망대,10,S8_10,영도해돋이전망대,"여행 > 관광,명소 > 전망대",부산 영도구 해돋이3길 410-1,http://place.map.kakao.com/27496725,,129.055940517426,35.0890712724133,AT4
4,부산,FAMOUS,A,3,1,흰여울문화마을,8,S8_10,흰여울문화마을,"여행 > 관광,명소",부산 영도구 영선동4가 605-3,http://place.map.kakao.com/22875776,,129.0437540909888,35.07944374604049,
4,부산,FAMOUS,A,3,2,루아앤티그리 광복점,10,S8_10,루아앤티그리 광복점,음식점 > 양식,부산 중구 용미길10번길 1,http://place.map.kakao.com/1058750439,,129.034727752096,35.0968386895202,FD6
4,부산,FAMOUS,A,3,3,다이소 부산남포점,8,S8_10,다이소 부산남포점,"가정,생활 > 생활용품점 > 다이소",부산 중구 구덕로 46,http://place.map.kakao.com/26855845,,129.030921436299,35.0984579607795,
4,부산,FAMOUS,A,3,4,클라우드밤,10,S8_10,클라우드밤,음식점 > 카페,부산 중구 비프광장로 12-1,http://place.map.kakao.com/21554492,,129.02665147335816,35.09836362233308,CE7
4,부산,FAMOUS,A,3,5,장인닭갈비 남포점,10,S8_10,장인닭갈비 남포점,"음식점 > 한식 > 육류,고기 > 닭요리",부산 중구 구덕로48번길 4-1,http://place.map.kakao.com/513957146,,129.030796904074,35.0987421153991,FD6
5,부산,FAMOUS,B,1,0,감지해변산책로,8,S8_10,감지해변산책로,"여행 > 관광,명소",부산 영도구 동삼동,http://place.map.kakao.com/12025736,,129.071291598396,35.060696993819,
5,부산,FAMOUS,B,1,1,태종대 욜로조개구이,-1,NO_RESULT,,,,,,,,
5,부산,FAMOUS,B,1,2,태종대,10,S8_10,태종대유원지,"여행 > 관광,명소 > 유원지",부산 영도구 동삼동 산 29-1,http://place.map.kakao.com/8111808,,129.08777773925445,35.05252720661388,AT4
5,부산,FAMOUS,B,1,3,카페씨야,10,S8_10,카페씨야,음식점 > 카페,부산 영도구 전망로 181,http://place.map.kakao.com/1777735734,,129.092011135931,35.052269506527,CE7
5,부산,FAMOUS,B,1,4,태종대전망대,5,S5_7,태종대 전망대,"여행 > 관광,명소 > 전망대",부산 영도구 전망로 209,http://place.map.kakao.com/8109574,,129.088332461502,35.0503836832051,AT4
5,부산,FAMOUS,B,1,5,찬's 컴퍼니,-1,NO_RESULT,,,,,,,,
5,부산,FAMOUS,B,2,0,송정서핑학교,-3,NAME_MISMATCH,,,,,송정서핑스쿨,,,
5,부산,FAMOUS,B,2,1,광안리 산해횟집,10,S8_10,산해횟집,"음식점 > 한식 > 해물,생선 > 회",부산 수영구 광안해변로344번길 17-20,http://place.map.kakao.com/20554112,,129.13165769451794,35.15499650870459,FD6
5,부산,FAMOUS,B,2,2,수월경화,10,S8_10,수월경화,음식점 > 카페,부산 해운대구 송정중앙로6번길 188,http://place.map.kakao.com/148813545,,129.196581797635,35.1761015491838,CE7
5,부산,FAMOUS,B,2,3,죽도공원,8,S8_10,죽도공원,여행 > 공원 > 도시근린공원,부산 해운대구 송정해변로 1-23,http://place.map.kakao.com/8576816,,129.205382289118,35.1801047856529,
5,부산,FAMOUS,B,2,4,오랑대,8,S8_10,오랑대,"여행 > 관광,명소 > 문화유적 > 사당,제단",부산 기장군 기장읍 연화리 산 65-2,http://place.map.kakao.com/11650926,,129.2298469317901,35.203794153236075,
5,부산,FAMOUS,B,2,5,어느멋진날,10,S8_10,어느멋진날,음식점 > 한식,부산 기장군 일광읍 기장해안로 1286,http://place.map.kakao.com/1019513691,,129.234275447312,35.2587527661542,FD6
5,부산,FAMOUS,B,3,0,다대응봉봉수대,8,S8_10,응봉봉수대,"여행 > 관광,명소 > 문화유적 > 봉수대",부산 사하구 다대동,http://place.map.kakao.com/8518331,,128.969145194862,35.0658738781298,
5,부산,FAMOUS,B,3,1,아미산전망대,10,S8_10,아미산전망대,"여행 > 관광,명소 > 전망대",부산 사하구 다대낙조2길 77,http://place.map.kakao.com/12664720,,128.96075764613,35.0526649308885,AT4
5,부산,FAMOUS,B,3,2,삼도축산,10,S8_10,삼도축산,"음식점 > 한식 > 육류,고기",부산 사하구 다대로 686,http://place.map.kakao.com/418262723,,128.966267427795,35.048257198877,FD6
5,부산,FAMOUS,B,3,3,다대포해수욕장,10,S8_10,다대포해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 사하구 다대동,http://place.map.kakao.com/8214103,,128.962741189119,35.0465263488422,AT4
5,부산,FAMOUS,B,3,4,이지요661,10,S8_10,이지요661,음식점 > 카페,부산 사하구 다대로 661,http://place.map.kakao.com/562078056,,128.968836950934,35.0473792035196,CE7
5,부산,FAMOUS,B,3,5,통영산꼼장어,10,S8_10,통영산꼼장어,"음식점 > 한식 > 해물,생선 > 장어",부산 사하구 몰운대1길 31,http://place.map.kakao.com/16490734,,128.968620403098,35.0465752491491,FD6
6,부산,FAMOUS,C,1,0,빙동댕 프리미엄 빙수카페 해운대점,-1,NO_RESULT,,,,,,,,
6,부산,FAMOUS,C,1,1,더파티 프리미엄 해운대점,-3,NAME_MISMATCH,,,,,더파티 해운대점,,,
6,부산,FAMOUS,C,1,2,해운대해수욕장,10,S8_10,해운대해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 해운대구 우동,http://place.map.kakao.com/7913306,,129.159854668484,35.1585232170784,AT4
6,부산,FAMOUS,C,1,3,요트탈래,8,S8_10,요트탈래,"스포츠,레저 > 수영,수상 > 수상스포츠",부산 해운대구 동백로 52,http://place.map.kakao.com/1965241452,,129.15206982440276,35.15658197252421,
6,부산,FAMOUS,C,1,4,격주 해운대점,-1,NO_RESULT,,,,,,,,
6,부산,FAMOUS,C,1,5,램바란스 프리미엄 광안본점,-1,NO_RESULT,,,,,,,,
6,부산,FAMOUS,C,2,0,호텔 아쿠아펠리스 스카이 전망대&스카이 워크,-1,NO_RESULT,,,,,,,,
6,부산,FAMOUS,C,2,1,페로어페로 광안리점,10,S8_10,페로어페로 광안리점,음식점 > 카페 > 테마카페 > 디저트카페,부산 수영구 남천바다로 38-6,http://place.map.kakao.com/862025041,,129.1140926127833,35.14820062424701,CE7
6,부산,FAMOUS,C,2,2,조개대표 광안본점,10,S8_10,조개대표 광안본점,"음식점 > 한식 > 해물,생선 > 조개",부산 수영구 광남로94번길 16,http://place.map.kakao.com/433896245,,129.115305263438,35.1499916690231,FD6
6,부산,FAMOUS,C,2,3,광안리해변 테마거리,5,S5_7,광안리해변테마거리,"여행 > 관광,명소 > 테마거리",부산 수영구 민락동,http://place.map.kakao.com/12644071,,129.121921991589,35.1550881802856,AT4
6,부산,FAMOUS,C,2,4,레이저태그스포츠 광안점,8,S8_10,레이저태그스포츠 광안점,"스포츠,레저 > 스포츠시설 > 서바이벌게임",부산 수영구 광안해변로 269,http://place.map.kakao.com/1712410462,,129.123126356161,35.1557897947943,
6,부산,FAMOUS,C,2,5,광안리 진양호횟집,5,S5_7,광안리진양호횟집,"음식점 > 한식 > 해물,생선 > 회",부산 수영구 광안해변로344번길 17-20,http://place.map.kakao.com/8556968,,129.131738697076,35.1550311288388,FD6
6,부산,FAMOUS,C,3,0,국제시장 먹자골목,5,S5_7,국제시장먹자골목,"여행 > 관광,명소 > 테마거리 > 먹자골목",부산 중구 창선동2가 40-5,http://place.map.kakao.com/12711092,,129.0288900389178,35.0994490331839,AT4
6,부산,FAMOUS,C,3,1,부산타워,10,S8_10,부산타워,"여행 > 관광,명소 > 전망대",부산 중구 용두산길 37-30,http://place.map.kakao.com/1534486834,,129.03232871480225,35.10121449509689,AT4
6,부산,FAMOUS,C,3,2,홍유단 남포본점,10,S8_10,홍유단 남포본점,음식점 > 중식 > 중국요리,부산 중구 구덕로34번길 5,http://place.map.kakao.com/753120163,,129.032035923637,35.0984753268154,FD6
6,부산,FAMOUS,C,3,3,빙동댕 프리미엄 빙수카페 부산남포점,-1,NO_RESULT,,,,,,,,
6,부산,FAMOUS,C,3,4,아이스토어 롯데백화점 광복점,-3,NAME_MISMATCH,,,,,아이스토어 부산광복점,,,
6,부산,FAMOUS,C,3,5,부산명물횟집,10,S8_10,부산명물횟집,"음식점 > 한식 > 해물,생선 > 회",부산 중구 자갈치해안로 55,http://place.map.kakao.com/7908577,,129.03112054346374,35.09711367503743,FD6
7,제주,FAMOUS,A,1,0,아베베 베이커리 제주,5,S5_7,아베베베이커리 제주,"음식점 > 간식 > 제과,베이커리",제주특별자치도 제주시 동문로6길 4,http://place.map.kakao.com/587249375,,126.5287905775174,33.512655088399306,FD6
7,제주,FAMOUS,A,1,1,문희 제주본점,-1,NO_RESULT,,,,,,,,
7,제주,FAMOUS,A,1,2,틸디엔드,8,S8_10,틸디엔드,"가정,생활 > 패션 > 의류판매",제주특별자치도 제주시 관덕로 9-5,http://place.map.kakao.com/1279026872,,126.52010158426971,33.51342865620788,
7,제주,FAMOUS,A,1,3,용두암,8,S8_10,용두암,"여행 > 관광,명소 > 바위",제주특별자치도 제주시 용담이동,http://place.map.kakao.com/11540370,,126.51197322864594,33.516115193053565,
7,제주,FAMOUS,A,1,4,용담해안도로,10,S8_10,용담해안도로,"여행 > 관광,명소 > 드라이브코스",제주특별자치도 제주시 용담삼동 496,http://place.map.kakao.com/8013248,,126.50956060325,33.5158270736255,AT4
7,제주,FAMOUS,A,2,0,다려도,10,S8_10,다려도,"여행 > 관광,명소 > 섬",제주특별자치도 제주시 조천읍 북촌리,http://place.map.kakao.com/8303282,,126.695276828882,33.5567929098305,AT4
7,제주,FAMOUS,A,2,1,오드랑베이커리 함덕점,-1,NO_RESULT,,,,,,,,
7,제주,FAMOUS,A,2,2,함덕 연옥,5,S5_7,함덕연옥,음식점 > 한식,제주특별자치도 제주시 조천읍 조함해안로 528,http://place.map.kakao.com/1730219412,,126.669208818132,33.5424880729744,FD6
7,제주,FAMOUS,A,2,3,함덕해수욕장 (함덕 서우봉 해변),10,S8_10,함덕해수욕장,"여행 > 관광,명소 > 해수욕장,해변",제주특별자치도 제주시 조천읍 조함해안로 525,http://place.map.kakao.com/8148451,,126.669238934013,33.5430615661113,AT4
7,제주,FAMOUS,A,2,4,서우봉둘레길,-3,NAME_MISMATCH,,,,,함덕북촌마을길,,,
7,제주,FAMOUS,A,3,0,새연교,8,S8_10,새연교,"교통,수송 > 도로시설 > 교량,다리",제주특별자치도 서귀포시 서홍동 707-4,http://place.map.kakao.com/26875121,,126.55888601468132,33.23853253939838,
7,제주,FAMOUS,A,3,1,천지연폭포,8,S8_10,천지연폭포,"여행 > 관광,명소 > 폭포",제주특별자치도 서귀포시 서홍동 2565,http://place.map.kakao.com/8100102,,126.55452234287986,33.24721231608811,
7,제주,FAMOUS,A,3,2,먹고정 서귀포올레시장본점,-1,NO_RESULT,,,,,,,,
7,제주,FAMOUS,A,3,3,유동커피,10,S8_10,유동커피,음식점 > 카페 > 커피전문점,제주특별자치도 서귀포시 태평로 406-1,http://place.map.kakao.com/21160031,,126.563800348044,33.2445258834582,CE7
7,제주,FAMOUS,A,3,4,이중섭거리,10,S8_10,이중섭거리,"여행 > 관광,명소 > 테마거리",제주특별자치도 서귀포시 이중섭로 4-1,http://place.map.kakao.com/8523750,,126.56400391121568,33.24761378125579,AT4
7,제주,FAMOUS,A,3,5,기흥어물,8,S8_10,기흥어물,"가정,생활 > 식품판매 > 수산물판매",제주특별자치도 서귀포시 중정로61번길 6,http://place.map.kakao.com/8821699,,126.56301524843413,33.2483379272309,
8,제주,FAMOUS,B,1,0,제주 글라스하우스,8,S8_10,글라스하우스,여행 > 숙박 > 펜션,제주특별자치도 서귀포시 대정읍 가파로 155,http://place.map.kakao.com/747475236,,126.277839808086,33.170249739585,AD5
8,제주,FAMOUS,B,1,1,서귀피안 베이커리,5,S5_7,서귀피안베이커리,"음식점 > 간식 > 제과,베이커리",제주특별자치도 서귀포시 성산읍 신양로122번길 17,http://place.map.kakao.com/231488419,,126.921974734586,33.435253604641,FD6
8,제주,FAMOUS,B,1,2,코코마마 성산점,10,S8_10,코코마마 성산점,"음식점 > 한식 > 해물,생선",제주특별자치도 서귀포시 성산읍 일출로 258-11,http://place.map.kakao.com/787179341,,126.9343166410302,33.46101258935257,FD6
8,제주,FAMOUS,B,1,3,성산일출봉,8,S8_10,성산일출봉,"여행 > 관광,명소 > 산봉우리",제주특별자치도 서귀포시 성산읍 성산리 78,http://place.map.kakao.com/25285071,,126.940537521366,33.4591349705437,
8,제주,FAMOUS,B,1,4,식산봉,10,S8_10,식산봉,"여행 > 관광,명소 > 오름",제주특별자치도 서귀포시 성산읍 오조리 313,http://place.map.kakao.com/25297842,,126.91993907611783,33.465680786479915,AT4
8,제주,FAMOUS,B,1,5,성산포 자연산 회센타,5,S5_7,성산포자연산회센타,"음식점 > 한식 > 해물,생선 > 회",제주특별자치도 서귀포시 성산읍 한도로 67,http://place.map.kakao.com/22924862,,126.91532805097266,33.46830681416851,FD6
8,제주,FAMOUS,B,2,0,대포해안,-1,NO_RESULT,,,,,,,,
8,제주,FAMOUS,B,2,1,대포주상절리,8,S8_10,중문대포주상절리대,"여행 > 관광,명소 > 바위",제주특별자치도 서귀포시 이어도로 36-30,http://place.map.kakao.com/10793668,,126.42601106402861,33.23798494731946,
8,제주,FAMOUS,B,2,2,자연임실치즈피자 중문점,-1,NO_RESULT,,,,,,,,
8,제주,FAMOUS,B,2,3,중문별장,10,S8_10,중문별장,음식점 > 카페,제주특별자치도 서귀포시 천제연로 337,http://place.map.kakao.com/2145770450,,126.44023238296008,33.252335994014565,CE7
8,제주,FAMOUS,B,2,4,엉덩물계곡,10,S8_10,엉덩물계곡,"여행 > 관광,명소 > 계곡",제주특별자치도 서귀포시 중문관광로110번길 15,http://place.map.kakao.com/27548967,,126.41283804432645,33.248851129609,AT4
8,제주,FAMOUS,B,2,5,까망돼지 중문점,10,S8_10,까망돼지 중문점,"음식점 > 한식 > 육류,고기 > 삼겹살",제주특별자치도 서귀포시 색달중앙로 21,http://place.map.kakao.com/24325071,,126.413411836802,33.2574066173646,FD6
8,제주,FAMOUS,B,3,0,해거름전망대,-1,NO_RESULT,,,,,,,,
8,제주,FAMOUS,B,3,1,한림공원,10,S8_10,한림공원,"여행 > 관광,명소 > 수목원,식물원",제주특별자치도 제주시 한림읍 한림로 300,http://place.map.kakao.com/10941032,,126.23969118079854,33.39022512718131,AT4
8,제주,FAMOUS,B,3,2,제주 정직한돈 한림협재점,-1,NO_RESULT,,,,,,,,
