requestId,location,regionTier,keywordSet,day,placeIndex,aiPlaceName,bestScore,scoreBand,matchedPlaceName,matchedCategory,matchedAddress,matchedPlaceUrl,rejectedCandidateName,matchedX,matchedY,matchedCategoryGroupCode
4,부산,FAMOUS,A,3,2,할매재첩국,10,S8_10,할매재첩국,음식점 > 한식,부산 사상구 낙동대로1530번길 20-15,http://place.map.kakao.com/1531629877,,128.98621754964088,35.19325383111974,FD6
4,부산,FAMOUS,A,3,3,전포카페거리,10,S8_10,전포카페거리,"여행 > 관광,명소 > 테마거리",부산 부산진구 전포대로209번길 26,http://place.map.kakao.com/25661344,,129.062569363766,35.1554466988384,AT4
4,부산,FAMOUS,A,3,4,송정3대국밥,-3,NAME_MISMATCH,,,,,송정삼대국밥,,,
4,부산,FAMOUS,A,3,5,광안리해수욕장,10,S8_10,광안리해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 수영구 광안해변로 219,http://place.map.kakao.com/8202423,,129.118976093583,35.1531932736837,AT4
5,부산,FAMOUS,B,1,0,해운대 해수욕장,5,S5_7,해운대해수욕장,"여행 > 관광,명소 > 해수욕장,해변",부산 해운대구 우동,http://place.map.kakao.com/7913306,,129.159854668484,35.1585232170784,AT4
5,부산,FAMOUS,B,1,1,동백섬,10,S8_10,동백섬,"여행 > 관광,명소 > 섬 > 섬(내륙)",부산 해운대구 우동 708-3,http://place.map.kakao.com/8257954,,129.152289970167,35.1539431141198,AT4
5,부산,FAMOUS,B,1,2,더베이101,8,S8_10,더베이101,"문화,예술 > 문화시설",부산 해운대구 동백로 52,http://place.map.kakao.com/27457865,,129.152021092751,35.1565648156251,
5,부산,FAMOUS,B,1,3,SEA LIFE 부산 아쿠아리움,3,S1_4,SEA LIFE 부산아쿠아리움 주차장,"교통,수송 > 교통시설 > 주차장",부산 해운대구 중동 1411-4,http://place.map.kakao.com/17583444,,129.16165546621502,35.159399436738006,PK6
5,부산,FAMOUS,B,1,4,해운대 시장,3,S1_4,해운대시장 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",부산 해운대구 구남로29번길 20-11,http://place.map.kakao.com/1802884698,,129.162305157207,35.1622210269137,PK6
5,부산,FAMOUS,B,2,0,해동용궁사,8,S8_10,해동용궁사,"문화,예술 > 종교 > 불교 > 절,사찰",부산 기장군 기장읍 용궁길 86,http://place.map.kakao.com/8606230,,129.2231430744025,35.18840281721384,
5,부산,FAMOUS,B,2,1,웨이브온 커피,5,S5_7,웨이브온커피,음식점 > 카페 > 커피전문점,부산 기장군 장안읍 해맞이로 286,http://place.map.kakao.com/528293263,,129.269784558837,35.3222915727433,CE7
5,부산,FAMOUS,B,2,2,기장시장,8,S8_10,기장시장,"가정,생활 > 시장",부산 기장군 기장읍 읍내로104번길 16,http://place.map.kakao.com/11520115,,129.215284613773,35.2435361643299,
5,부산,FAMOUS,B,2,3,오랑대공원,8,S8_10,오랑대공원,여행 > 공원 > 도시근린공원,부산 기장군 기장읍 시랑리,http://place.map.kakao.com/11340429,,129.227814368768,35.2059095736345,
5,부산,FAMOUS,B,2,4,송정집,10,S8_10,송정집,음식점 > 한식,부산 해운대구 송정광어골로 59,http://place.map.kakao.com/21540783,,129.196337819108,35.176170856997,FD6
5,부산,FAMOUS,B,3,0,감천문화마을,8,S8_10,감천문화마을,"여행 > 관광,명소",부산 사하구 감천동 1-17,http://place.map.kakao.com/21362956,,129.01056080474402,35.09740872250286,
5,부산,FAMOUS,B,3,1,국제시장,8,S8_10,국제시장,"가정,생활 > 시장",부산 중구 신창동4가 56-4,http://place.map.kakao.com/20543715,,129.02818525258604,35.101319053986096,
5,부산,FAMOUS,B,3,2,태종대유원지,10,S8_10,태종대유원지,"여행 > 관광,명소 > 유원지",부산 영도구 동삼동 산 29-1,http://place.map.kakao.com/8111808,,129.08777773925445,35.05252720661388,AT4
5,부산,FAMOUS,B,3,3,자갈치시장,8,S8_10,자갈치시장,"가정,생활 > 시장",부산 중구 자갈치해안로 52,http://place.map.kakao.com/11168886,,129.03057978534403,35.09661988021089,
6,부산,FAMOUS,C,1,0,해운대 해변,-3,NAME_MISMATCH,,,,,해운대해수욕장,,,
6,부산,FAMOUS,C,1,1,해운대 블루라인파크 미포정거장,5,S5_7,해운대블루라인파크 미포정거장,"여행 > 관광,명소 > 테마파크",부산 해운대구 달맞이길62번길 13,http://place.map.kakao.com/188403018,,129.17281473802996,35.15815259880406,AT4
6,부산,FAMOUS,C,1,2,더베이101 핑거스앤챗,10,S8_10,핑거스앤챗,"음식점 > 술집 > 호프,요리주점",부산 해운대구 동백로 52,http://place.map.kakao.com/27305670,,129.152021092751,35.1565648156251,FD6
6,부산,FAMOUS,C,1,3,더베이101,8,S8_10,더베이101,"문화,예술 > 문화시설",부산 해운대구 동백로 52,http://place.map.kakao.com/27457865,,129.152021092751,35.1565648156251,
6,부산,FAMOUS,C,1,4,광안리 해변,5,S5_7,광안리해변테마거리,"여행 > 관광,명소 > 테마거리",부산 수영구 민락동,http://place.map.kakao.com/12644071,,129.121921991589,35.1550881802856,AT4
6,부산,FAMOUS,C,1,5,마담에뽀끄,10,S8_10,마담에뽀끄,음식점 > 양식 > 이탈리안,부산 수영구 광안해변로 239,http://place.map.kakao.com/944741167,,129.120086988856,35.1547346252752,FD6
6,부산,FAMOUS,C,2,0,서면 젊음의 거리,5,S5_7,서면젊음의거리,"여행 > 관광,명소 > 테마거리",부산 부산진구 부전로 187,http://place.map.kakao.com/335140347,,129.060815356315,35.154467256371,AT4
6,부산,FAMOUS,C,2,1,런드리샵,-1,NO_RESULT,,,,,,,,
6,부산,FAMOUS,C,2,2,흰여울문화마을,8,S8_10,흰여울문화마을,"여행 > 관광,명소",부산 영도구 영선동4가 605-3,http://place.map.kakao.com/22875776,,129.0437540909888,35.07944374604049,
6,부산,FAMOUS,C,2,3,에쎄떼,-1,NO_RESULT,,,,,,,,
6,부산,FAMOUS,C,2,4,부산횟집,10,S8_10,부산횟집,"음식점 > 한식 > 해물,생선 > 회",부산 수영구 민락수변로 29,http://place.map.kakao.com/10466141,,129.124581280238,35.1533834411628,FD6
6,부산,FAMOUS,C,3,0,해동용궁사,8,S8_10,해동용궁사,"문화,예술 > 종교 > 불교 > 절,사찰",부산 기장군 기장읍 용궁길 86,http://place.map.kakao.com/8606230,,129.2231430744025,35.18840281721384,
6,부산,FAMOUS,C,3,1,아난티 코브,8,S8_10,아난티 코브,"여행 > 숙박 > 콘도,리조트 > 아난티",부산 기장군 기장읍 기장해안로 268-31,http://place.map.kakao.com/1672210391,,129.22901421995851,35.2002410464161,AD5
6,부산,FAMOUS,C,3,2,힐튼 부산 다모임,-3,NAME_MISMATCH,,,,,아난티 앳 부산 코브 다모임,,,
6,부산,FAMOUS,C,3,3,신세계백화점 센텀시티점,8,S8_10,신세계백화점 센텀시티점,"가정,생활 > 백화점 > 신세계백화점",부산 해운대구 센텀남대로 35,http://place.map.kakao.com/7969139,,129.12907174004943,35.16864392798528,
6,부산,FAMOUS,C,3,4,영화의전당,8,S8_10,영화의전당,"문화,예술 > 영화,영상 > 영화관",부산 해운대구 수영강변대로 120,http://place.map.kakao.com/23210864,,129.127011337686,35.1710249248016,CT1
6,부산,FAMOUS,C,3,5,파크 하얏트 부산 다이닝룸,5,S5_7,파크하얏트 부산 다이닝룸,음식점 > 양식,부산 해운대구 마린시티1로 51,http://place.map.kakao.com/21539138,,129.141783568124,35.1564795671685,FD6
7,제주,FAMOUS,A,1,0,동문시장,8,S8_10,제주동문시장,"가정,생활 > 시장",제주특별자치도 제주시 동문로 16,http://place.map.kakao.com/1262338999,,126.52830338722843,33.51278396493313,
7,제주,FAMOUS,A,1,1,순옥이네명가,5,S5_7,순옥이네 명가 본점,"음식점 > 한식 > 해물,생선",제주특별자치도 제주시 도공로 8,http://place.map.kakao.com/1006711661,,126.46498161971583,33.505515927922644,FD6
7,제주,FAMOUS,A,1,2,함덕해수욕장,10,S8_10,함덕해수욕장,"여행 > 관광,명소 > 해수욕장,해변",제주특별자치도 제주시 조천읍 조함해안로 525,http://place.map.kakao.com/8148451,,126.669238934013,33.5430615661113,AT4
7,제주,FAMOUS,A,1,3,델문도,10,S8_10,델문도,음식점 > 카페,제주특별자치도 제주시 조천읍 조함해안로 519-10,http://place.map.kakao.com/26867476,,126.668723957376,33.5437093358268,CE7
7,제주,FAMOUS,A,1,4,명리동식당 함덕점,-1,NO_RESULT,,,,,,,,
7,제주,FAMOUS,A,2,0,이중섭거리,10,S8_10,이중섭거리,"여행 > 관광,명소 > 테마거리",제주특별자치도 서귀포시 이중섭로 4-1,http://place.map.kakao.com/8523750,,126.56400391121568,33.24761378125579,AT4
7,제주,FAMOUS,A,2,1,서귀포올레시장,10,S8_10,올레왕갈치 서귀포올레시장점,"음식점 > 한식 > 해물,생선",제주특별자치도 서귀포시 중앙로42번길 9,http://place.map.kakao.com/1056381412,,126.56279761463912,33.248513882010336,FD6
7,제주,FAMOUS,A,2,2,천지연폭포,8,S8_10,천지연폭포,"여행 > 관광,명소 > 폭포",제주특별자치도 서귀포시 서홍동 2565,http://place.map.kakao.com/8100102,,126.55452234287986,33.24721231608811,
7,제주,FAMOUS,A,2,3,새연교,8,S8_10,새연교,"교통,수송 > 도로시설 > 교량,다리",제주특별자치도 서귀포시 서홍동 707-4,http://place.map.kakao.com/26875121,,126.55888601468132,33.23853253939838,
7,제주,FAMOUS,A,2,4,네거리식당,10,S8_10,네거리식당,"음식점 > 한식 > 해물,생선",제주특별자치도 서귀포시 서문로29번길 20,http://place.map.kakao.com/9733194,,126.559290966856,33.2484915875436,FD6
7,제주,FAMOUS,A,3,0,한담해안산책로,-3,NAME_MISMATCH,,,,,한담마을 장한철산책로,,,
7,제주,FAMOUS,A,3,1,제주김만복 애월점,-1,NO_RESULT,,,,,,,,
7,제주,FAMOUS,A,3,2,하이엔드제주,-3,NAME_MISMATCH,,,,,해지개더궁,,,
7,제주,FAMOUS,A,3,3,이호테우해변,8,S8_10,이호테우해변입구교차로,"교통,수송 > 도로시설 > 교차로",제주특별자치도 제주시 이호이동,http://place.map.kakao.com/15140257,,126.454662314875,33.4953082325284,
7,제주,FAMOUS,A,3,4,자매국수 본점,10,S8_10,자매국수,음식점 > 한식 > 국수,제주특별자치도 제주시 항골남길 46,http://place.map.kakao.com/21455793,,126.45914433997106,33.498577203781664,FD6
8,제주,FAMOUS,B,1,0,성산일출봉,8,S8_10,성산일출봉,"여행 > 관광,명소 > 산봉우리",제주특별자치도 서귀포시 성산읍 성산리 78,http://place.map.kakao.com/25285071,,126.940537521366,33.4591349705437,
8,제주,FAMOUS,B,1,1,해월정,10,S8_10,해월정 본점,음식점 > 한식 > 국수,제주특별자치도 제주시 구좌읍 해맞이해안로 2340,http://place.map.kakao.com/8615207,,126.90963170684925,33.492262994490375,FD6
8,제주,FAMOUS,B,1,2,섭지코지,8,S8_10,섭지코지,"여행 > 관광,명소 > 바위",제주특별자치도 서귀포시 성산읍 섭지코지로 107,http://place.map.kakao.com/8413659,,126.930609241011,33.4239380655993,
8,제주,FAMOUS,B,1,3,아쿠아플라넷 제주,8,S8_10,아쿠아플라넷 제주,"문화,예술 > 문화시설 > 아쿠아리움",제주특별자치도 서귀포시 성산읍 섭지코지로 95,http://place.map.kakao.com/23150855,,126.92784588473428,33.433068041140075,CT1
8,제주,FAMOUS,B,1,4,명진전복,10,S8_10,명진전복,"음식점 > 한식 > 해물,생선 > 굴,전복",제주특별자치도 제주시 구좌읍 해맞이해안로 1282,http://place.map.kakao.com/20031551,,126.850184971014,33.5324709034017,FD6
8,제주,FAMOUS,B,2,0,새별오름,10,S8_10,새별오름,"여행 > 관광,명소 > 오름",제주특별자치도 제주시 애월읍 봉성리 산 59-8,http://place.map.kakao.com/25274725,,126.3577306657398,33.366277591139294,AT4
8,제주,FAMOUS,B,2,1,닻,10,S8_10,닻,음식점 > 술집,제주특별자치도 제주시 애월읍 가문동길 41-2,http://place.map.kakao.com/457303879,,126.39201266863,33.4860621223485,FD6
8,제주,FAMOUS,B,2,2,협재해변,8,S8_10,협재해변펜션,여행 > 숙박 > 펜션,제주특별자치도 제주시 한림읍 협재로 114,http://place.map.kakao.com/588019619,,126.24871629039326,33.387948580600714,AD5
8,제주,FAMOUS,B,2,3,한담해안산책로,-3,NAME_MISMATCH,,,,,한담마을 장한철산책로,,,
8,제주,FAMOUS,B,2,4,제주김만복 애월점,-1,NO_RESULT,,,,,,,,
8,제주,FAMOUS,B,3,0,천지연폭포,8,S8_10,천지연폭포,"여행 > 관광,명소 > 폭포",제주특별자치도 서귀포시 서홍동 2565,http://place.map.kakao.com/8100102,,126.55452234287986,33.24721231608811,
8,제주,FAMOUS,B,3,1,서귀포매일올레시장,8,S8_10,서귀포매일올레시장,"가정,생활 > 시장",제주특별자치도 서귀포시 중앙로62번길 18,http://place.map.kakao.com/7938166,,126.56323157639459,33.25015006260236,
8,제주,FAMOUS,B,3,2,우정회센타,10,S8_10,우정회센타 중문점,"음식점 > 한식 > 해물,생선 > 회",제주특별자치도 서귀포시 천제연로 179,http://place.map.kakao.com/373819004,,126.423832902049,33.2519058568785,FD6
8,제주,FAMOUS,B,3,3,카멜리아힐,10,S8_10,카멜리아힐,"여행 > 관광,명소 > 수목원,식물원",제주특별자치도 서귀포시 안덕면 병악로 166,http://place.map.kakao.com/9461977,,126.36819010853146,33.290336568694215,AT4
8,제주,FAMOUS,B,3,4,쇠소깍,8,S8_10,쇠소깍,"여행 > 관광,명소 > 하천",제주특별자치도 서귀포시 하효동 1459,http://place.map.kakao.com/7962003,,126.62344277016605,33.252516273870825,
8,제주,FAMOUS,B,3,5,흑돈가 제주본점,10,S8_10,흑돈가 제주본점,"음식점 > 한식 > 육류,고기",제주특별자치도 제주시 한라대학로 11,http://place.map.kakao.com/1754846295,,126.473552028784,33.4800051743645,FD6
9,제주,FAMOUS,C,1,0,제주동문시장,8,S8_10,제주동문시장,"가정,생활 > 시장",제주특별자치도 제주시 동문로 16,http://place.map.kakao.com/1262338999,,126.52830338722843,33.51278396493313,
9,제주,FAMOUS,C,1,1,제주승마공원,8,S8_10,제주승마공원,"스포츠,레저 > 승마 > 승마장",제주특별자치도 제주시 애월읍 녹고메길 152-1,http://place.map.kakao.com/8950356,,126.406873605516,33.40584185777,
9,제주,FAMOUS,C,1,2,카페 글렌코,5,S5_7,카페글렌코,음식점 > 카페,제주특별자치도 제주시 구좌읍 비자림로 1202,http://place.map.kakao.com/213125558,,126.73324152121354,33.43367131314919,CE7
9,제주,FAMOUS,C,1,3,늘봄흑돼지,10,S8_10,늘봄흑돼지,"음식점 > 한식 > 육류,고기 > 삼겹살",제주특별자치도 제주시 한라대학로 12,http://place.map.kakao.com/8856076,,126.472866637648,33.4794793376608,FD6
9,제주,FAMOUS,C,2,0,성산일출봉,8,S8_10,성산일출봉,"여행 > 관광,명소 > 산봉우리",제주특별자치도 서귀포시 성산읍 성산리 78,http://place.map.kakao.com/25285071,,126.940537521366,33.4591349705437,
9,제주,FAMOUS,C,2,1,섭지코지,8,S8_10,섭지코지,"여행 > 관광,명소 > 바위",제주특별자치도 서귀포시 성산읍 섭지코지로 107,http://place.map.kakao.com/8413659,,126.930609241011,33.4239380655993,
9,제주,FAMOUS,C,2,2,춘심이네 본점,10,S8_10,춘심이네 본점,"음식점 > 한식 > 해물,생선",제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16,http://place.map.kakao.com/19316749,,126.37053351760031,33.2644856335509,FD6
9,제주,FAMOUS,C,2,3,아쿠아플라넷 제주,8,S8_10,아쿠아플라넷 제주,"문화,예술 > 문화시설 > 아쿠아리움",제주특별자치도 서귀포시 성산읍 섭지코지로 95,http://place.map.kakao.com/23150855,,126.92784588473428,33.433068041140075,CT1
9,제주,FAMOUS,C,2,4,해월정,10,S8_10,해월정 본점,음식점 > 한식 > 국수,제주특별자치도 제주시 구좌읍 해맞이해안로 2340,http://place.map.kakao.com/8615207,,126.90963170684925,33.492262994490375,FD6
9,제주,FAMOUS,C,3,0,카멜리아힐,10,S8_10,카멜리아힐,"여행 > 관광,명소 > 수목원,식물원",제주특별자치도 서귀포시 안덕면 병악로 166,http://place.map.kakao.com/9461977,,126.36819010853146,33.290336568694215,AT4
9,제주,FAMOUS,C,3,1,덤장 본점,-1,NO_RESULT,,,,,,,,
9,제주,FAMOUS,C,3,2,오설록 티 뮤지엄,5,S5_7,오설록 티뮤지엄,음식점 > 카페,제주특별자치도 서귀포시 안덕면 신화역사로 15,http://place.map.kakao.com/11332661,,126.28949031798007,33.30591960370196,CE7
9,제주,FAMOUS,C,3,3,이니스프리 제주하우스,8,S8_10,이니스프리 제주하우스,"가정,생활 > 미용 > 화장품 > 이니스프리",제주특별자치도 서귀포시 안덕면 신화역사로 23,http://place.map.kakao.com/19306466,,126.29046940973845,33.30633723176773,
11,서울,FAMOUS,B,1,0,올림픽공원,8,S8_10,올림픽공원,여행 > 공원,서울 송파구 올림픽로 424,http://place.map.kakao.com/8023565,,127.120812783275,37.5205340628851,
11,서울,FAMOUS,B,1,1,더 키친 485,-1,NO_RESULT,,,,,,,,
11,서울,FAMOUS,B,1,2,서울숲,8,S8_10,서울숲,여행 > 공원 > 도시근린공원,서울 성동구 성수동1가 678-1,http://place.map.kakao.com/11331488,,127.037617759165,37.5443222301513,
11,서울,FAMOUS,B,1,3,뚝섬한강공원,8,S8_10,뚝섬한강공원,여행 > 공원 > 도시근린공원,서울 광진구 자양동 427-6,http://place.map.kakao.com/8136085,,127.06892112991,37.5292974433415,
11,서울,FAMOUS,B,1,4,성수연방,8,S8_10,성수연방,"문화,예술 > 문화시설",서울 성동구 성수이로14길 14,http://place.map.kakao.com/1819728691,,127.05695851079544,37.54139704871741,
11,서울,FAMOUS,B,2,0,북한산국립공원 우이령길,-1,NO_RESULT,,,,,,,,
11,서울,FAMOUS,B,2,1,산촌,10,S8_10,산촌,음식점 > 한식,서울 서초구 서초대로24길 46,http://place.map.kakao.com/721016726,,126.993898866562,37.485463681114,FD6
11,서울,FAMOUS,B,2,2,북촌한옥마을,8,S8_10,북촌한옥마을,"여행 > 관광,명소",서울 종로구 북촌로 53,http://place.map.kakao.com/781129546,,126.98481245064092,37.581768153833444,
11,서울,FAMOUS,B,2,3,삼청동수제비,10,S8_10,삼청동수제비,음식점 > 한식 > 수제비,서울 종로구 삼청로 101-1,http://place.map.kakao.com/13559837,,126.98197124938,37.5845977743306,FD6
11,서울,FAMOUS,B,2,4,인사동 그집,-3,NAME_MISMATCH,,,,,그때그집,,,
11,서울,FAMOUS,B,3,0,남산공원,8,S8_10,남산공원,여행 > 공원 > 도시근린공원,서울 중구 남산공원길 125-54,http://place.map.kakao.com/8246129,,126.989316855952,37.5524979951415,
11,서울,FAMOUS,B,3,1,원조남산왕돈까스,10,S8_10,원조남산왕돈까스,"음식점 > 일식 > 돈까스,우동",서울 중구 소파로 107,http://place.map.kakao.com/12706932,,126.98610647948,37.5573810686541,FD6
11,서울,FAMOUS,B,3,2,반포한강공원,8,S8_10,반포한강공원,여행 > 공원 > 도시근린공원,서울 서초구 반포동 115-5,http://place.map.kakao.com/8142957,,126.99716104081192,37.51081992690844,
11,서울,FAMOUS,B,3,3,서래마을,8,S8_10,서래마을,부동산 > 지명,서울 서초구 반포동 126,http://place.map.kakao.com/11308902,,126.9983150134587,37.49782745020692,
11,서울,FAMOUS,B,3,4,줄라이,10,S8_10,줄라이,음식점 > 양식,서울 서초구 동광로 164,http://place.map.kakao.com/16999431,,126.99998869183422,37.49471898913005,FD6
13,강릉,FAMOUS,A,1,0,강릉중앙시장,8,S8_10,강릉중앙시장,"가정,생활 > 시장",강원특별자치도 강릉시 금성로 21,http://place.map.kakao.com/18525909,,128.8986237900098,37.754025117657804,
13,강릉,FAMOUS,A,1,1,월화거리,10,S8_10,강릉월화거리,"여행 > 관광,명소 > 테마거리",강원특별자치도 강릉시 경강로 2111,http://place.map.kakao.com/2058461010,,128.897496501722,37.755909823698,AT4
13,강릉,FAMOUS,A,1,2,안목해변 카페거리,-3,NAME_MISMATCH,,,,,강릉카페거리,,,
13,강릉,FAMOUS,A,1,3,안목해변,10,S8_10,안목해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 창해로14번길 51-26,http://place.map.kakao.com/7987002,,128.948275405137,37.7722617595376,AT4
13,강릉,FAMOUS,A,1,4,강릉항 회센터,5,S5_7,강릉항회센터,"음식점 > 한식 > 해물,생선 > 회",강원특별자치도 강릉시 창해로14번길 55-7,http://place.map.kakao.com/24910113,,128.951556129146,37.7708309800024,FD6
13,강릉,FAMOUS,A,2,0,경포호,10,S8_10,경포호,"여행 > 관광,명소 > 호수",강원특별자치도 강릉시 운정동 984,http://place.map.kakao.com/8654759,,128.90233728167775,37.79555514873209,AT4
13,강릉,FAMOUS,A,2,1,오죽헌,8,S8_10,오죽헌,"여행 > 관광,명소 > 문화유적 > 유적지",강원특별자치도 강릉시 율곡로3139번길 24,http://place.map.kakao.com/25323416,,128.8775431442553,37.77924783956944,
