requestId,location,regionTier,keywordSet,day,placeIndex,placeName,slotType,latitude,longitude,source,dayStartTime,travelMode
2,경주,FAMOUS,B,1,4,분황사 청보리밭,VIEWPOINT,35.8404658,129.2334241,LISTED,09:30,CAR
2,경주,FAMOUS,B,1,5,우마왕 경주본점,MEAL,35.8428658,129.2542505,SEEDED,09:30,CAR
2,경주,FAMOUS,B,2,0,불국사,ATTRACTION,35.7903819,129.3318695,SEEDED,09:00,CAR
2,경주,FAMOUS,B,2,1,토함산,STROLL,35.7893821,129.3507820,LISTED,09:00,CAR
2,경주,FAMOUS,B,2,2,자연애곤드레 경주불국사본점,MEAL,35.7974813,129.3128244,SEEDED,09:00,CAR
2,경주,FAMOUS,B,2,3,카페 아래헌,CAFE,35.8000005,129.3133094,SEEDED,09:00,CAR
2,경주,FAMOUS,B,2,4,경주 향수공방 버비아 불국사점,EXPERIENCE,35.7842308,129.3254531,SEEDED,09:00,CAR
2,경주,FAMOUS,B,2,5,자연밥상 불국사,MEAL,35.7693234,129.3099226,SEEDED,09:00,CAR
2,경주,FAMOUS,B,3,0,송대말 등대,ATTRACTION,35.8080470,129.5115785,LISTED,08:30,CAR
2,경주,FAMOUS,B,3,1,감포정,VIEWPOINT,35.8365156,129.5121793,SEEDED,08:30,CAR
2,경주,FAMOUS,B,3,2,갈매기횟집,MEAL,35.7459733,129.4867082,SEEDED,08:30,CAR
2,경주,FAMOUS,B,3,3,해파랑길11코스,STROLL,35.7522169,129.4922661,SEEDED,08:30,CAR
2,경주,FAMOUS,B,3,4,커피다루다,CAFE,35.7614427,129.4930431,SEEDED,08:30,CAR
2,경주,FAMOUS,B,3,5,푸른바다회센타,MEAL,35.8042600,129.5044990,SEEDED,08:30,CAR
3,경주,FAMOUS,C,1,0,경주대릉원,ATTRACTION,35.8381327,129.2123207,SEEDED,09:30,WALK
3,경주,FAMOUS,C,1,1,포석로 소갈비찜,MEAL,35.8359027,129.2118391,SEEDED,09:30,WALK
3,경주,FAMOUS,C,1,2,더안,CAFE,35.8288115,129.2023515,SEEDED,09:30,WALK
3,경주,FAMOUS,C,1,3,향미사,SHOPPING,35.8391197,129.2083769,SEEDED,09:30,WALK
3,경주,FAMOUS,C,1,4,청온채,MEAL,35.8376216,129.2087986,SEEDED,09:30,WALK
3,경주,FAMOUS,C,1,5,경주 금리단길,STROLL,35.8420236,129.2148313,LISTED,09:30,WALK
3,경주,FAMOUS,C,2,0,경주동궁원,STROLL,35.8497687,129.2627204,SEEDED,09:00,WALK
3,경주,FAMOUS,C,2,1,경주루지월드,EXPERIENCE,35.8445031,129.2891009,SEEDED,09:00,WALK
3,경주,FAMOUS,C,2,2,올바릇식당 경주점,MEAL,35.8472389,129.2802123,SEEDED,09:00,WALK
3,경주,FAMOUS,C,2,3,엘로우,CAFE,35.8450628,129.2719235,SEEDED,09:00,WALK
3,경주,FAMOUS,C,2,4,신라왕경숲,VIEWPOINT,35.8399687,129.2388625,LISTED,09:00,WALK
3,경주,FAMOUS,C,2,5,낙지마실,MEAL,35.8516092,129.2629585,SEEDED,09:00,WALK
3,경주,FAMOUS,C,3,0,불국사,ATTRACTION,35.7903819,129.3318695,SEEDED,08:00,WALK
3,경주,FAMOUS,C,3,1,경주 향수공방 버비아 불국사점,EXPERIENCE,35.7842308,129.3254531,SEEDED,08:00,WALK
3,경주,FAMOUS,C,3,2,늘봄,MEAL,35.7938680,129.3129599,SEEDED,08:00,WALK
3,경주,FAMOUS,C,3,3,카페 아래헌,CAFE,35.8000005,129.3133094,SEEDED,08:00,WALK
3,경주,FAMOUS,C,3,4,경주 장항리 서 오층석탑,STROLL,35.7749119,129.3730360,LISTED,08:00,WALK
3,경주,FAMOUS,C,3,5,콩이랑,MEAL,35.7927692,129.3128863,SEEDED,08:00,WALK
4,부산,FAMOUS,A,1,0,민락수변공원,STROLL,35.1549132,129.1343514,SEEDED,10:00,WALK
4,부산,FAMOUS,A,1,1,조개대표 광안본점,MEAL,35.1498913,129.1153155,SEEDED,10:00,WALK
4,부산,FAMOUS,A,1,2,카페오뜨 광안비치점,CAFE,35.1527816,129.1176048,SEEDED,10:00,WALK
4,부산,FAMOUS,A,1,3,농축산마트 광안쌍용점,SHOPPING,35.1556555,129.1163781,SEEDED,10:00,WALK
4,부산,FAMOUS,A,1,4,호텔 아쿠아펠리스 스카이 전망대&스카이 워크,VIEWPOINT,35.1540069,129.1187461,SEEDED,10:00,WALK
4,부산,FAMOUS,A,1,5,광안리 산해횟집,MEAL,35.1550331,129.1316917,SEEDED,10:00,WALK
4,부산,FAMOUS,A,2,0,해운대해수욕장,STROLL,35.1581445,129.1583542,SEEDED,09:30,WALK
4,부산,FAMOUS,A,2,1,해목 해운대점,MEAL,35.1617881,129.1596414,SEEDED,09:30,WALK
4,부산,FAMOUS,A,2,2,듀플릿 부산 해운대 해리단길점,CAFE,35.1643072,129.1576167,SEEDED,09:30,WALK
4,부산,FAMOUS,A,2,3,부산엑스더스카이,ATTRACTION,35.1599502,129.1697687,SEEDED,09:30,WALK
4,부산,FAMOUS,A,2,4,다이소 부산해운대장산본점,SHOPPING,35.1690288,129.1748203,SEEDED,09:30,WALK
4,부산,FAMOUS,A,2,5,브라운핸즈 오아제부산,MEAL,35.1589027,129.1705501,SEEDED,09:30,WALK
4,부산,FAMOUS,A,3,0,흰여울문화마을,ATTRACTION,35.0798603,129.0434588,SEEDED,10:00,WALK
4,부산,FAMOUS,A,3,1,부산갈맷길4코스1구간시작인증대,STROLL,35.0814073,129.0411651,SEEDED,10:00,WALK
4,부산,FAMOUS,A,3,2,해로,MEAL,35.0829601,129.0414760,SEEDED,10:00,WALK
4,부산,FAMOUS,A,3,3,헤일르,CAFE,35.0789266,129.0445419,SEEDED,10:00,WALK
4,부산,FAMOUS,A,3,4,이송도전망대,VIEWPOINT,35.0755291,129.0479410,SEEDED,10:00,WALK
4,부산,FAMOUS,A,3,5,삼진어묵 본점,MEAL,35.0928975,129.0427403,SEEDED,10:00,WALK
5,부산,FAMOUS,B,1,0,서암항남방파제등대,ATTRACTION,35.2138102,129.2236141,SEEDED,09:30,CAR
5,부산,FAMOUS,B,1,1,고향연화,MEAL,35.2172826,129.2246349,SEEDED,09:30,CAR
5,부산,FAMOUS,B,1,2,오랑대,STROLL,35.2035548,129.2298485,SEEDED,09:30,CAR
5,부산,FAMOUS,B,1,3,덕미 기장점,CAFE,35.1964129,129.2278018,SEEDED,09:30,CAR
5,부산,FAMOUS,B,1,4,학리항(학리방파제),VIEWPOINT,35.2599730,129.2477531,LISTED,09:30,CAR
5,부산,FAMOUS,B,1,5,대도횟집,MEAL,35.2205561,129.2273385,SEEDED,09:30,CAR
5,부산,FAMOUS,B,2,0,태종대,ATTRACTION,35.0537840,129.0860410,SEEDED,09:00,CAR
5,부산,FAMOUS,B,2,1,태종대 욜로조개구이,MEAL,35.0613861,129.0768627,SEEDED,09:00,CAR
5,부산,FAMOUS,B,2,2,감지해변산책로,STROLL,35.0603516,129.0715574,SEEDED,09:00,CAR
5,부산,FAMOUS,B,2,3,태종대자갈마당,EXPERIENCE,35.0533833,129.0899876,SEEDED,09:00,CAR
5,부산,FAMOUS,B,2,4,태종대전망대,VIEWPOINT,35.0504319,129.0882401,SEEDED,09:00,CAR
5,부산,FAMOUS,B,2,5,영도해녀촌,MEAL,35.0669998,129.0659916,SEEDED,09:00,CAR
5,부산,FAMOUS,B,3,0,다대포해수욕장,ATTRACTION,35.0471271,128.9632341,SEEDED,10:00,CAR
5,부산,FAMOUS,B,3,1,통영산꼼장어,MEAL,35.0465467,128.9685685,SEEDED,10:00,CAR
5,부산,FAMOUS,B,3,2,남파랑길4코스,STROLL,35.0671472,128.9676521,SEEDED,10:00,CAR
5,부산,FAMOUS,B,3,3,이지요661,CAFE,35.0473823,128.9688394,SEEDED,10:00,CAR
5,부산,FAMOUS,B,3,4,아미산전망대,VIEWPOINT,35.0526890,128.9608234,SEEDED,10:00,CAR
5,부산,FAMOUS,B,3,5,화로우 다대포점,MEAL,35.0597047,128.9815087,SEEDED,10:00,CAR
6,부산,FAMOUS,C,1,0,해운대해수욕장,STROLL,35.1581445,129.1583542,SEEDED,10:00,WALK
6,부산,FAMOUS,C,1,1,요트탈래,EXPERIENCE,35.1566217,129.1520976,LISTED,10:00,WALK
6,부산,FAMOUS,C,1,2,더파티 프리미엄 해운대점,MEAL,35.1602156,129.1666037,SEEDED,10:00,WALK
6,부산,FAMOUS,C,1,3,부산엑스더스카이,ATTRACTION,35.1599502,129.1697687,SEEDED,10:00,WALK
6,부산,FAMOUS,C,1,4,빙동댕 프리미엄 빙수카페 해운대점,CAFE,35.1657024,129.1691864,SEEDED,10:00,WALK
6,부산,FAMOUS,C,1,5,해목 해운대점,MEAL,35.1617881,129.1596414,SEEDED,10:00,WALK
6,부산,FAMOUS,C,2,0,광안리해변 테마거리,STROLL,35.1551658,129.1221363,LISTED,09:30,WALK
6,부산,FAMOUS,C,2,1,광안리 SUP Zone,EXPERIENCE,35.1477387,129.1146733,LISTED,09:30,WALK
6,부산,FAMOUS,C,2,2,램바란스 프리미엄 광안본점,MEAL,35.1552208,129.1340933,SEEDED,09:30,WALK
6,부산,FAMOUS,C,2,3,페로어페로 광안리점,CAFE,35.1482225,129.1140930,SEEDED,09:30,WALK
6,부산,FAMOUS,C,2,4,호텔 아쿠아펠리스 스카이 전망대&스카이 워크,VIEWPOINT,35.1540069,129.1187461,SEEDED,09:30,WALK
6,부산,FAMOUS,C,2,5,조개대표 광안본점,MEAL,35.1498913,129.1153155,SEEDED,09:30,WALK
6,부산,FAMOUS,C,3,0,자갈치 크루즈,ATTRACTION,35.0967262,129.0317125,LISTED,09:00,WALK
6,부산,FAMOUS,C,3,1,아이스토어 롯데백화점 광복점,SHOPPING,35.0978173,129.0366766,SEEDED,09:00,WALK
6,부산,FAMOUS,C,3,2,홍유단 남포본점,MEAL,35.0984709,129.0321042,SEEDED,09:00,WALK
6,부산,FAMOUS,C,3,3,부산타워,STROLL,35.1010769,129.0323421,SEEDED,09:00,WALK
6,부산,FAMOUS,C,3,4,퀵스텝 부산점,EXPERIENCE,35.0988951,129.0354423,SEEDED,09:00,WALK
6,부산,FAMOUS,C,3,5,18번완당집,MEAL,35.0989309,129.0284922,SEEDED,09:00,WALK
7,제주,FAMOUS,A,1,0,제주목 관아,ATTRACTION,33.5140021,126.5218052,SEEDED,10:00,WALK
7,제주,FAMOUS,A,1,1,용담해안도로,STROLL,33.5155784,126.5121043,LISTED,10:00,WALK
7,제주,FAMOUS,A,1,2,숲제주,MEAL,33.5138284,126.5190139,SEEDED,10:00,WALK
7,제주,FAMOUS,A,1,3,무슈부부커피스탠드 관덕정,CAFE,33.5129799,126.5215911,SEEDED,10:00,WALK
7,제주,FAMOUS,A,1,4,빅포켓,SHOPPING,33.5129237,126.5214323,SEEDED,10:00,WALK
7,제주,FAMOUS,A,2,0,성산일출봉 [유네스코 세계자연유산],ATTRACTION,33.4581111,126.9415156,LISTED,08:30,WALK
7,제주,FAMOUS,A,2,1,제주 성산항,VIEWPOINT,33.4725482,126.9299218,LISTED,08:30,WALK
7,제주,FAMOUS,A,2,2,성산바다풍경 제주성산일출봉점,MEAL,33.4647271,126.9358393,SEEDED,08:30,WALK
7,제주,FAMOUS,A,2,3,식산봉,STROLL,33.4656811,126.9199394,SEEDED,08:30,WALK
7,제주,FAMOUS,A,2,4,카페더라이트,CAFE,33.4656639,126.9359915,SEEDED,08:30,WALK
7,제주,FAMOUS,A,2,5,흑돈쭐 제주성산일출봉점,MEAL,33.4654944,126.9354758,SEEDED,08:30,WALK
7,제주,FAMOUS,A,3,0,천지연폭포,ATTRACTION,33.2469679,126.5544249,SEEDED,09:30,WALK
7,제주,FAMOUS,A,3,1,하영올레1코스,STROLL,33.2449343,126.5593718,SEEDED,09:30,WALK
7,제주,FAMOUS,A,3,2,기흥어물,MEAL,33.2483930,126.5630299,SEEDED,09:30,WALK
7,제주,FAMOUS,A,3,3,블라썸꽃이피다 서귀포점,CAFE,33.2429198,126.5546784,SEEDED,09:30,WALK
7,제주,FAMOUS,A,3,4,선임교,VIEWPOINT,33.2470560,126.5547484,LISTED,09:30,WALK
7,제주,FAMOUS,A,3,5,먹고정 서귀포올레시장본점,MEAL,33.2472284,126.5624387,SEEDED,09:30,WALK
8,제주,FAMOUS,B,1,0,성산일출봉 [유네스코 세계자연유산],ATTRACTION,33.4581111,126.9415156,LISTED,09:30,CAR
8,제주,FAMOUS,B,1,1,금돗 성산흑돼지,MEAL,33.4652247,126.9325257,SEEDED,09:30,CAR
8,제주,FAMOUS,B,1,2,광치기해변,STROLL,33.4511713,126.9243828,SEEDED,09:30,CAR
8,제주,FAMOUS,B,1,3,서귀피안 베이커리,CAFE,33.4352519,126.9219377,SEEDED,09:30,CAR
8,제주,FAMOUS,B,1,4,제주 글라스하우스,VIEWPOINT,33.4291281,126.9340141,LISTED,09:30,CAR
8,제주,FAMOUS,B,1,5,코코마마 성산점,MEAL,33.4610411,126.9342912,SEEDED,09:30,CAR
8,제주,FAMOUS,B,2,0,천제연폭포,ATTRACTION,33.2526560,126.4184295,LISTED,09:00,CAR
8,제주,FAMOUS,B,2,1,고집돌우럭 중문점,MEAL,33.2579999,126.4166927,SEEDED,09:00,CAR
8,제주,FAMOUS,B,2,2,대포주상절리,STROLL,33.2389326,126.4264985,LISTED,09:00,CAR
8,제주,FAMOUS,B,2,3,별내린전망대,VIEWPOINT,33.2476600,126.4167880,SEEDED,09:00,CAR
8,제주,FAMOUS,B,2,4,더클리프,CAFE,33.2444575,126.4149290,SEEDED,09:00,CAR
8,제주,FAMOUS,B,2,5,국수바다 서귀포본점,MEAL,33.2529794,126.4472165,SEEDED,09:00,CAR
8,제주,FAMOUS,B,3,0,한림공원,ATTRACTION,33.3886660,126.2415557,LISTED,09:30,CAR
8,제주,FAMOUS,B,3,1,안녕협재씨 제주점,MEAL,33.3978506,126.2434885,SEEDED,09:30,CAR
8,제주,FAMOUS,B,3,2,협재해수욕장,STROLL,33.3937765,126.2394419,LISTED,09:30,CAR
8,제주,FAMOUS,B,3,3,호텔샌드,CAFE,33.3939524,126.2405259,SEEDED,09:30,CAR
8,제주,FAMOUS,B,3,4,해거름전망대,VIEWPOINT,33.3702664,126.2062312,SEEDED,09:30,CAR
8,제주,FAMOUS,B,3,5,명랑스낵,MEAL,33.4091814,126.2588117,SEEDED,09:30,CAR
9,제주,FAMOUS,C,1,0,제주목 관아,ATTRACTION,33.5140021,126.5218052,SEEDED,10:00,WALK
9,제주,FAMOUS,C,1,1,문희 제주본점,MEAL,33.5062971,126.5238993,SEEDED,10:00,WALK
9,제주,FAMOUS,C,1,2,청춘이오란다 동문시장본점 탑동,CAFE,33.5122084,126.5270275,SEEDED,10:00,WALK
9,제주,FAMOUS,C,1,3,제로포인트트레일,EXPERIENCE,33.5147677,126.5292195,LISTED,10:00,WALK
9,제주,FAMOUS,C,1,4,용연,STROLL,33.5152118,126.5139125,LISTED,10:00,WALK
9,제주,FAMOUS,C,2,0,하영올레1코스,STROLL,33.2449343,126.5593718,SEEDED,08:30,WALK
9,제주,FAMOUS,C,2,1,천지연폭포,ATTRACTION,33.2469679,126.5544249,SEEDED,08:30,WALK
9,제주,FAMOUS,C,2,2,나운터 횟집 서귀포올레시장본점,MEAL,33.2410213,126.5613722,SEEDED,08:30,WALK
9,제주,FAMOUS,C,2,3,코지다이브 스쿠버다이빙,EXPERIENCE,33.2423653,126.5543833,SEEDED,08:30,WALK
9,제주,FAMOUS,C,2,4,라바르,CAFE,33.2458309,126.5617753,SEEDED,08:30,WALK
9,제주,FAMOUS,C,2,5,먹고정 서귀포올레시장본점,MEAL,33.2472284,126.5624387,SEEDED,08:30,WALK
9,제주,FAMOUS,C,3,0,곽지해수욕장,VIEWPOINT,33.4485353,126.3031046,LISTED,09:00,WALK
9,제주,FAMOUS,C,3,1,바구스서핑스쿨 애월점,EXPERIENCE,33.4515134,126.3070282,SEEDED,09:00,WALK
9,제주,FAMOUS,C,3,2,훈도 애월흑돼지 본점,MEAL,33.4622000,126.3123506,SEEDED,09:00,WALK
9,제주,FAMOUS,C,3,3,한담해안산책로,STROLL,33.4590382,126.3105110,SEEDED,09:00,WALK
9,제주,FAMOUS,C,3,4,레이지펌프,CAFE,33.4662685,126.3095403,SEEDED,09:00,WALK
9,제주,FAMOUS,C,3,5,문개어멍,MEAL,33.4857711,126.3924908,SEEDED,09:00,WALK
10,서울,FAMOUS,A,1,0,백인제가옥,ATTRACTION,37.5804694,126.9841423,LISTED,09:30,WALK
10,서울,FAMOUS,A,1,1,수성동계곡,STROLL,37.5822799,126.9631997,LISTED,09:30,WALK
10,서울,FAMOUS,A,1,2,황생가칼국수,MEAL,37.5801317,126.9806900,SEEDED,09:30,WALK
10,서울,FAMOUS,A,1,3,카페 수달,CAFE,37.5766924,126.9844135,SEEDED,09:30,WALK
10,서울,FAMOUS,A,1,4,북촌전망대,VIEWPOINT,37.5830942,126.9827729,SEEDED,09:30,WALK
10,서울,FAMOUS,A,1,5,콩지POT지,MEAL,37.5788262,126.9843199,SEEDED,09:30,WALK
10,서울,FAMOUS,A,2,0,창덕궁 낙선재,ATTRACTION,37.5777032,126.9902446,LISTED,10:00,WALK
10,서울,FAMOUS,A,2,1,다이소 안국역2호점,SHOPPING,37.5762754,126.9844118,SEEDED,10:00,WALK
10,서울,FAMOUS,A,2,2,라멘 보루도 종묘 서순라길 본점,MEAL,37.5756029,126.9911446,SEEDED,10:00,WALK
10,서울,FAMOUS,A,2,3,한옥찻집,CAFE,37.5747333,126.9847424,SEEDED,10:00,WALK
10,서울,FAMOUS,A,2,4,종묘,STROLL,37.5758018,126.9939555,SEEDED,10:00,WALK
10,서울,FAMOUS,A,2,5,조금,MEAL,37.5753433,126.9836360,SEEDED,10:00,WALK
10,서울,FAMOUS,A,3,0,서울숲,STROLL,37.5419644,127.0385663,SEEDED,09:00,WALK
10,서울,FAMOUS,A,3,1,서울 살곶이 다리,VIEWPOINT,37.5537847,127.0459875,LISTED,09:00,WALK
10,서울,FAMOUS,A,3,2,진작다이닝 성수점,MEAL,37.5493520,127.0457186,SEEDED,09:00,WALK
10,서울,FAMOUS,A,3,3,커스텀필름 성수 셀프사진관,EXPERIENCE,37.5487853,127.0459325,SEEDED,09:00,WALK
10,서울,FAMOUS,A,3,4,포레스트 서울숲,CAFE,37.5467992,127.0407312,SEEDED,09:00,WALK
10,서울,FAMOUS,A,3,5,타코튜즈데이 성수 본점,MEAL,37.5467382,127.0455685,SEEDED,09:00,WALK
11,서울,FAMOUS,B,1,0,서울숲,STROLL,37.5419644,127.0385663,SEEDED,09:30,CAR
11,서울,FAMOUS,B,1,1,뚝섬문화예술공원,ATTRACTION,37.5458925,127.0399805,SEEDED,09:30,CAR
11,서울,FAMOUS,B,1,2,오뜨로 성수,MEAL,37.5438991,127.0465584,SEEDED,09:30,CAR
11,서울,FAMOUS,B,1,3,자연도소금빵in 성수,CAFE,37.5423260,127.0555087,SEEDED,09:30,CAR
11,서울,FAMOUS,B,1,4,웰빙마트 성수점,SHOPPING,37.5495256,127.0478566,SEEDED,09:30,CAR
11,서울,FAMOUS,B,1,5,타코튜즈데이 성수 본점,MEAL,37.5467382,127.0455685,SEEDED,09:30,CAR
11,서울,FAMOUS,B,2,0,초안산수국동산,STROLL,37.6297456,127.0473231,SEEDED,09:00,CAR
11,서울,FAMOUS,B,2,1,북서울꿈의숲,ATTRACTION,37.6233355,127.0407343,SEEDED,09:00,CAR
11,서울,FAMOUS,B,2,2,떡볶이심리학,MEAL,37.6076530,127.0513573,SEEDED,09:00,CAR
11,서울,FAMOUS,B,2,3,자연노리 요리노리 체험교실,EXPERIENCE,37.6200908,127.0535126,SEEDED,09:00,CAR
11,서울,FAMOUS,B,2,4,드림피크닉,CAFE,37.6222669,127.0378313,SEEDED,09:00,CAR
11,서울,FAMOUS,B,2,5,맥도날드 서울번동DT점,MEAL,37.6211878,127.0452758,SEEDED,09:00,CAR
11,서울,FAMOUS,B,3,0,하늘공원,ATTRACTION,37.5675623,126.8850630,SEEDED,09:30,CAR
11,서울,FAMOUS,B,3,1,난지천공원,STROLL,37.5725158,126.8870625,LISTED,09:30,CAR
11,서울,FAMOUS,B,3,2,핵밥 상암MBC점,MEAL,37.5815668,126.8885584,SEEDED,09:30,CAR
11,서울,FAMOUS,B,3,3,난지한강공원,VIEWPOINT,37.5630252,126.8851546,LISTED,09:30,CAR
11,서울,FAMOUS,B,3,4,뉴욕베이글&피자 상암본점,CAFE,37.5780796,126.8936562,SEEDED,09:30,CAR
11,서울,FAMOUS,B,3,5,와이키키마켓,MEAL,37.5589079,126.8886523,SEEDED,09:30,CAR
12,서울,FAMOUS,C,1,0,인사동,ATTRACTION,37.5754616,126.9835231,LISTED,09:30,WALK
12,서울,FAMOUS,C,1,1,종묘,STROLL,37.5758018,126.9939555,SEEDED,09:30,WALK
12,서울,FAMOUS,C,1,2,일품당 프리미엄,MEAL,37.5727753,126.9740516,SEEDED,09:30,WALK
12,서울,FAMOUS,C,1,3,런닝맨 인사동점,EXPERIENCE,37.5718987,126.9872482,SEEDED,09:30,WALK
12,서울,FAMOUS,C,1,4,인사동찻집,CAFE,37.5735298,126.9854645,SEEDED,09:30,WALK
12,서울,FAMOUS,C,1,5,오케이아트,SHOPPING,37.5732098,126.9866994,SEEDED,09:30,WALK
12,서울,FAMOUS,C,1,6,지수담음,MEAL,37.5605624,126.9920160,SEEDED,09:30,WALK
12,서울,FAMOUS,C,2,0,성수연방,STROLL,37.5417141,127.0568785,LISTED,10:00,WALK
12,서울,FAMOUS,C,2,1,커스텀필름 성수 셀프사진관,EXPERIENCE,37.5487853,127.0459325,SEEDED,10:00,WALK
12,서울,FAMOUS,C,2,2,카츠메,MEAL,37.5460555,127.0434078,SEEDED,10:00,WALK
12,서울,FAMOUS,C,2,3,반스 성수점,SHOPPING,37.5443233,127.0530237,SEEDED,10:00,WALK
12,서울,FAMOUS,C,2,4,플레이즈라운지,CAFE,37.5457261,127.0423333,SEEDED,10:00,WALK
12,서울,FAMOUS,C,2,5,서울숲,ATTRACTION,37.5419644,127.0385663,SEEDED,10:00,WALK
12,서울,FAMOUS,C,2,6,타코튜즈데이 성수 본점,MEAL,37.5467382,127.0455685,SEEDED,10:00,WALK
12,서울,FAMOUS,C,3,0,여의도 이랜드크루즈,ATTRACTION,37.5248981,126.9380601,SEEDED,09:00,WALK
12,서울,FAMOUS,C,3,1,한강레져스포츠,EXPERIENCE,37.5258888,126.9384175,LISTED,09:00,WALK
12,서울,FAMOUS,C,3,2,정돈프리미엄 더현대 서울점,MEAL,37.5258393,126.9280067,SEEDED,09:00,WALK
12,서울,FAMOUS,C,3,3,63 스카이피크닉,VIEWPOINT,37.5198212,126.9403446,SEEDED,09:00,WALK
12,서울,FAMOUS,C,3,4,여의도샛강생태공원,STROLL,37.5187727,126.9219609,LISTED,09:00,WALK
12,서울,FAMOUS,C,3,5,바이러닉 에스프레소바 여의도63점,CAFE,37.5194128,126.9386367,SEEDED,09:00,WALK
12,서울,FAMOUS,C,3,6,현선이네 프리미엄 IFC몰점,MEAL,37.5241142,126.9253224,SEEDED,09:00,WALK
13,강릉,FAMOUS,A,1,0,남항진해변,STROLL,37.7644426,128.9547743,SEEDED,10:00,WALK
13,강릉,FAMOUS,A,1,1,브라보칼국수 강릉본점,MEAL,37.7743566,128.9443386,SEEDED,10:00,WALK
13,강릉,FAMOUS,A,1,2,보사노바 커피로스터스 강릉점,CAFE,37.7720879,128.9478338,SEEDED,10:00,WALK
13,강릉,FAMOUS,A,1,3,사근진해변,VIEWPOINT,37.8128825,128.8990719,SEEDED,10:00,WALK
13,강릉,FAMOUS,A,1,4,알루캡코리아 강원,SHOPPING,37.7654787,128.9280985,SEEDED,10:00,WALK
13,강릉,FAMOUS,A,1,5,동화가든,MEAL,37.7911413,128.9146632,SUGGESTED,10:00,WALK
13,강릉,FAMOUS,A,2,0,경포해변,STROLL,37.8054952,128.9082081,SEEDED,09:00,WALK
13,강릉,FAMOUS,A,2,1,나상명강릉초당순두부,MEAL,37.7912231,128.9150025,SEEDED,09:00,WALK
13,강릉,FAMOUS,A,2,2,[강릉 바우길 5구간] 바다 호숫길,EXPERIENCE,37.8296093,128.8792076,LISTED,09:00,WALK
13,강릉,FAMOUS,A,2,3,카페 툇마루,CAFE,37.7928911,128.9144756,SEEDED,09:00,WALK
13,강릉,FAMOUS,A,2,4,경포호수광장,ATTRACTION,37.7977914,128.9095225,LISTED,09:00,WALK
13,강릉,FAMOUS,A,2,5,초당비스트로,MEAL,37.7878908,128.9104834,SEEDED,09:00,WALK
13,강릉,FAMOUS,A,3,0,월화거리,ATTRACTION,37.7560515,128.8973035,SEEDED,10:00,WALK
13,강릉,FAMOUS,A,3,1,강릉 맛애정,MEAL,37.7619094,128.9006001,SEEDED,10:00,WALK
13,강릉,FAMOUS,A,3,2,소소한 행복 월화거리 소품샵,SHOPPING,37.7536323,128.9003399,SEEDED,10:00,WALK
13,강릉,FAMOUS,A,3,3,월화정,CAFE,37.7539629,128.8999975,SEEDED,10:00,WALK
